date,sku,product,quantity_sold,current_stock,price,holiday,season,weather,day_of_week,month,is_weekend,lag_7,rolling_mean_7
2026-04-12,CHIP-200,Potato Chips 200g,48,620,48.0,0,2,Clear,6,4,1,52.0,48.0
2026-04-13,CHIP-200,Potato Chips 200g,55,620,48.0,0,2,Clear,0,4,0,49.0,47.42857142857143
2026-04-14,CHIP-200,Potato Chips 200g,54,620,48.0,0,2,Clear,1,4,0,48.0,48.285714285714285
2026-04-15,CHIP-200,Potato Chips 200g,49,620,48.0,1,2,Clear,2,4,0,47.0,49.142857142857146
2026-04-16,CHIP-200,Potato Chips 200g,52,620,48.0,0,2,Clear,3,4,0,41.0,49.42857142857143
2026-04-17,CHIP-200,Potato Chips 200g,60,620,48.0,0,2,Clear,4,4,0,48.0,51.0
2026-04-18,CHIP-200,Potato Chips 200g,68,620,48.0,0,2,Clear,5,4,1,51.0,52.714285714285715
2026-04-19,CHIP-200,Potato Chips 200g,69,620,48.0,0,2,Clear,6,4,1,48.0,55.142857142857146
2026-04-20,CHIP-200,Potato Chips 200g,56,620,48.0,0,2,Clear,0,4,0,55.0,58.142857142857146
2026-04-21,CHIP-200,Potato Chips 200g,50,620,48.0,0,2,Clear,1,4,0,54.0,58.285714285714285
2026-04-22,CHIP-200,Potato Chips 200g,49,620,48.0,0,2,Clear,2,4,0,49.0,57.714285714285715
2026-04-23,CHIP-200,Potato Chips 200g,60,620,48.0,0,2,Clear,3,4,0,52.0,57.714285714285715
2026-04-24,CHIP-200,Potato Chips 200g,60,620,48.0,0,2,Clear,4,4,0,60.0,58.857142857142854
2026-04-25,CHIP-200,Potato Chips 200g,74,620,48.0,0,2,Clear,5,4,1,68.0,58.857142857142854
2026-04-26,CHIP-200,Potato Chips 200g,74,620,48.0,0,2,Clear,6,4,1,69.0,59.714285714285715
2026-04-27,CHIP-200,Potato Chips 200g,58,620,48.0,0,2,Clear,0,4,0,56.0,60.42857142857143
2026-04-28,CHIP-200,Potato Chips 200g,51,620,48.0,0,2,Clear,1,4,0,50.0,60.714285714285715
2026-04-29,CHIP-200,Potato Chips 200g,58,620,48.0,0,2,Clear,2,4,0,49.0,60.857142857142854
2026-04-30,CHIP-200,Potato Chips 200g,62,620,48.0,0,2,Clear,3,4,0,60.0,62.142857142857146
2026-05-01,CHIP-200,Potato Chips 200g,70,620,48.0,1,2,Clear,4,5,0,60.0,62.42857142857143
2026-05-02,CHIP-200,Potato Chips 200g,64,620,48.0,0,2,Clear,5,5,1,74.0,63.857142857142854
2026-05-03,CHIP-200,Potato Chips 200g,70,620,48.0,0,2,Clear,6,5,1,74.0,62.42857142857143
2026-05-04,CHIP-200,Potato Chips 200g,58,620,48.0,0,2,Clear,0,5,0,58.0,61.857142857142854
2026-05-05,CHIP-200,Potato Chips 200g,57,620,48.0,0,2,Clear,1,5,0,51.0,61.857142857142854
2026-05-06,CHIP-200,Potato Chips 200g,63,620,48.0,0,2,Clear,2,5,0,58.0,62.714285714285715
2026-05-07,CHIP-200,Potato Chips 200g,58,620,48.0,0,2,Clear,3,5,0,62.0,63.42857142857143
2026-05-08,CHIP-200,Potato Chips 200g,63,620,48.0,0,2,Clear,4,5,0,70.0,62.857142857142854
2026-05-09,CHIP-200,Potato Chips 200g,70,620,48.0,0,2,Clear,5,5,1,64.0,61.857142857142854
2026-05-10,CHIP-200,Potato Chips 200g,60,620,48.0,0,2,Clear,6,5,1,70.0,62.714285714285715
2026-05-11,CHIP-200,Potato Chips 200g,57,620,48.0,0,2,Clear,0,5,0,58.0,61.285714285714285
2026-05-12,CHIP-200,Potato Chips 200g,70,620,48.0,0,2,Clear,1,5,0,57.0,61.142857142857146
2026-05-13,CHIP-200,Potato Chips 200g,52,620,48.0,0,2,Clear,2,5,0,63.0,63.0
2026-05-14,CHIP-200,Potato Chips 200g,45,620,48.0,0,2,Clear,3,5,0,58.0,61.42857142857143
2026-05-15,CHIP-200,Potato Chips 200g,57,620,48.0,1,2,Clear,4,5,0,63.0,59.57142857142857
2026-05-16,CHIP-200,Potato Chips 200g,66,620,48.0,0,2,Clear,5,5,1,70.0,58.714285714285715
2026-05-17,CHIP-200,Potato Chips 200g,65,620,48.0,0,2,Clear,6,5,1,60.0,58.142857142857146
2026-05-18,CHIP-200,Potato Chips 200g,57,620,48.0,0,2,Clear,0,5,0,57.0,58.857142857142854
2026-05-19,CHIP-200,Potato Chips 200g,66,620,48.0,0,2,Clear,1,5,0,70.0,58.857142857142854
2026-05-20,CHIP-200,Potato Chips 200g,38,620,48.0,0,2,Clear,2,5,0,52.0,58.285714285714285
2026-05-21,CHIP-200,Potato Chips 200g,59,620,48.0,0,2,Clear,3,5,0,45.0,56.285714285714285
2026-05-22,CHIP-200,Potato Chips 200g,66,620,48.0,0,2,Clear,4,5,0,57.0,58.285714285714285
2026-05-23,CHIP-200,Potato Chips 200g,54,620,48.0,0,2,Clear,5,5,1,66.0,59.57142857142857
2026-05-24,CHIP-200,Potato Chips 200g,58,620,48.0,0,2,Clear,6,5,1,65.0,57.857142857142854
2026-05-25,CHIP-200,Potato Chips 200g,48,620,48.0,0,2,Clear,0,5,0,57.0,56.857142857142854
2026-05-26,CHIP-200,Potato Chips 200g,47,620,48.0,0,2,Clear,1,5,0,66.0,55.57142857142857
2026-05-27,CHIP-200,Potato Chips 200g,50,620,48.0,0,2,Clear,2,5,0,38.0,52.857142857142854
2026-05-28,CHIP-200,Potato Chips 200g,62,620,48.0,0,2,Clear,3,5,0,59.0,54.57142857142857
2026-05-29,CHIP-200,Potato Chips 200g,64,620,48.0,0,2,Clear,4,5,0,66.0,55.0
2026-05-30,CHIP-200,Potato Chips 200g,55,620,48.0,0,2,Clear,5,5,1,54.0,54.714285714285715
2026-05-31,CHIP-200,Potato Chips 200g,70,620,48.0,0,2,Clear,6,5,1,58.0,54.857142857142854
2026-06-01,CHIP-200,Potato Chips 200g,59,620,48.0,1,3,Rainy,0,6,0,48.0,56.57142857142857
2026-06-02,CHIP-200,Potato Chips 200g,62,620,48.0,0,3,Rainy,1,6,0,47.0,58.142857142857146
2026-06-03,CHIP-200,Potato Chips 200g,48,620,48.0,0,3,Rainy,2,6,0,50.0,60.285714285714285
2026-06-04,CHIP-200,Potato Chips 200g,49,620,48.0,0,3,Rainy,3,6,0,62.0,60.0
2026-06-05,CHIP-200,Potato Chips 200g,51,620,48.0,0,3,Rainy,4,6,0,64.0,58.142857142857146
2026-06-06,CHIP-200,Potato Chips 200g,76,620,48.0,0,3,Rainy,5,6,1,55.0,56.285714285714285
2026-06-07,CHIP-200,Potato Chips 200g,59,620,48.0,0,3,Rainy,6,6,1,70.0,59.285714285714285
2026-06-08,CHIP-200,Potato Chips 200g,42,620,48.0,0,3,Rainy,0,6,0,59.0,57.714285714285715
2026-06-09,CHIP-200,Potato Chips 200g,54,620,48.0,0,3,Rainy,1,6,0,62.0,55.285714285714285
2026-06-10,CHIP-200,Potato Chips 200g,45,620,48.0,0,3,Rainy,2,6,0,48.0,54.142857142857146
2026-06-11,CHIP-200,Potato Chips 200g,44,620,48.0,0,3,Rainy,3,6,0,49.0,53.714285714285715
2026-06-12,CHIP-200,Potato Chips 200g,53,620,48.0,0,3,Rainy,4,6,0,51.0,53.0
2026-06-13,CHIP-200,Potato Chips 200g,53,620,48.0,0,3,Rainy,5,6,1,76.0,53.285714285714285
2026-06-14,CHIP-200,Potato Chips 200g,55,620,48.0,0,3,Rainy,6,6,1,59.0,50.0
2026-06-15,CHIP-200,Potato Chips 200g,56,620,48.0,1,3,Rainy,0,6,0,42.0,49.42857142857143
2026-06-16,CHIP-200,Potato Chips 200g,50,620,48.0,0,3,Rainy,1,6,0,54.0,51.42857142857143
2026-06-17,CHIP-200,Potato Chips 200g,51,620,48.0,0,3,Rainy,2,6,0,45.0,50.857142857142854
2026-06-18,CHIP-200,Potato Chips 200g,35,620,48.0,0,3,Rainy,3,6,0,44.0,51.714285714285715
2026-06-19,CHIP-200,Potato Chips 200g,53,620,48.0,0,3,Rainy,4,6,0,53.0,50.42857142857143
2026-06-20,CHIP-200,Potato Chips 200g,48,620,48.0,0,3,Rainy,5,6,1,53.0,50.42857142857143
2026-06-21,CHIP-200,Potato Chips 200g,45,620,48.0,0,3,Rainy,6,6,1,55.0,49.714285714285715
2026-06-22,CHIP-200,Potato Chips 200g,49,620,48.0,0,3,Rainy,0,6,0,56.0,48.285714285714285
2026-06-23,CHIP-200,Potato Chips 200g,51,620,48.0,0,3,Rainy,1,6,0,50.0,47.285714285714285
2026-06-24,CHIP-200,Potato Chips 200g,46,620,48.0,0,3,Rainy,2,6,0,51.0,47.42857142857143
2026-06-25,CHIP-200,Potato Chips 200g,57,620,48.0,0,3,Rainy,3,6,0,35.0,46.714285714285715
2026-06-26,CHIP-200,Potato Chips 200g,43,620,48.0,0,3,Rainy,4,6,0,53.0,49.857142857142854
2026-06-27,CHIP-200,Potato Chips 200g,56,620,48.0,0,3,Rainy,5,6,1,48.0,48.42857142857143
2026-06-28,CHIP-200,Potato Chips 200g,56,620,48.0,0,3,Rainy,6,6,1,45.0,49.57142857142857
2026-06-29,CHIP-200,Potato Chips 200g,54,620,48.0,0,3,Rainy,0,6,0,49.0,51.142857142857146
2026-06-30,CHIP-200,Potato Chips 200g,57,620,48.0,0,3,Rainy,1,6,0,51.0,51.857142857142854
2026-07-01,CHIP-200,Potato Chips 200g,58,620,48.0,1,3,Rainy,2,7,0,46.0,52.714285714285715
2026-07-02,CHIP-200,Potato Chips 200g,61,620,48.0,0,3,Rainy,3,7,0,57.0,54.42857142857143
2026-07-03,CHIP-200,Potato Chips 200g,57,620,48.0,0,3,Rainy,4,7,0,43.0,55.0
2026-07-04,CHIP-200,Potato Chips 200g,51,620,48.0,0,3,Rainy,5,7,1,56.0,57.0
2026-07-05,CHIP-200,Potato Chips 200g,51,620,48.0,0,3,Rainy,6,7,1,56.0,56.285714285714285
2026-07-06,CHIP-200,Potato Chips 200g,59,620,48.0,0,3,Rainy,0,7,0,54.0,55.57142857142857
2026-07-07,CHIP-200,Potato Chips 200g,58,620,48.0,0,3,Rainy,1,7,0,57.0,56.285714285714285
2026-07-08,CHIP-200,Potato Chips 200g,59,620,48.0,0,3,Rainy,2,7,0,58.0,56.42857142857143
2026-07-09,CHIP-200,Potato Chips 200g,60,620,48.0,0,3,Rainy,3,7,0,61.0,56.57142857142857
2026-07-10,CHIP-200,Potato Chips 200g,63,620,48.0,0,3,Rainy,4,7,0,57.0,56.42857142857143
2026-07-11,CHIP-200,Potato Chips 200g,75,620,48.0,0,3,Rainy,5,7,1,51.0,57.285714285714285
2026-07-12,CHIP-200,Potato Chips 200g,61,620,48.0,0,3,Rainy,6,7,1,51.0,60.714285714285715
2026-07-13,CHIP-200,Potato Chips 200g,54,620,48.0,0,3,Rainy,0,7,0,59.0,62.142857142857146
2026-07-14,CHIP-200,Potato Chips 200g,55,620,48.0,0,3,Rainy,1,7,0,58.0,61.42857142857143
2026-07-15,CHIP-200,Potato Chips 200g,76,620,48.0,1,3,Rainy,2,7,0,59.0,61.0
2026-07-16,CHIP-200,Potato Chips 200g,72,620,48.0,0,3,Rainy,3,7,0,60.0,63.42857142857143
2026-07-17,CHIP-200,Potato Chips 200g,60,620,48.0,0,3,Rainy,4,7,0,63.0,65.14285714285714
2026-07-18,CHIP-200,Potato Chips 200g,54,620,48.0,0,3,Rainy,5,7,1,75.0,64.71428571428571
2026-07-19,CHIP-200,Potato Chips 200g,59,620,48.0,0,3,Rainy,6,7,1,61.0,61.714285714285715
2026-07-20,CHIP-200,Potato Chips 200g,58,620,48.0,0,3,Rainy,0,7,0,54.0,61.42857142857143
2026-07-21,CHIP-200,Potato Chips 200g,60,620,48.0,0,3,Rainy,1,7,0,55.0,62.0
2026-07-22,CHIP-200,Potato Chips 200g,61,620,48.0,0,3,Rainy,2,7,0,76.0,62.714285714285715
2026-07-23,CHIP-200,Potato Chips 200g,64,620,48.0,0,3,Rainy,3,7,0,72.0,60.57142857142857
2026-07-24,CHIP-200,Potato Chips 200g,61,620,48.0,0,3,Rainy,4,7,0,60.0,59.42857142857143
2026-07-25,CHIP-200,Potato Chips 200g,78,620,48.0,0,3,Rainy,5,7,1,54.0,59.57142857142857
2026-07-26,CHIP-200,Potato Chips 200g,66,620,48.0,0,3,Rainy,6,7,1,59.0,63.0
2026-07-27,CHIP-200,Potato Chips 200g,56,620,48.0,0,3,Rainy,0,7,0,58.0,64.0
2026-07-28,CHIP-200,Potato Chips 200g,65,620,48.0,0,3,Rainy,1,7,0,60.0,63.714285714285715
2026-07-29,CHIP-200,Potato Chips 200g,51,620,48.0,0,3,Rainy,2,7,0,61.0,64.42857142857143
2026-01-31,MILK-1L,Milk 1L,137,420,42.0,0,1,Clear,5,1,1,,
2026-02-01,MILK-1L,Milk 1L,153,420,42.0,1,1,Clear,6,2,1,,
2026-02-02,MILK-1L,Milk 1L,128,420,42.0,0,1,Clear,0,2,0,,
2026-02-03,MILK-1L,Milk 1L,131,420,42.0,0,1,Clear,1,2,0,,139.33333333333334
2026-02-04,MILK-1L,Milk 1L,112,420,42.0,0,1,Clear,2,2,0,,137.25
2026-02-05,MILK-1L,Milk 1L,118,420,42.0,0,1,Clear,3,2,0,,132.2
2026-02-06,MILK-1L,Milk 1L,129,420,42.0,0,1,Clear,4,2,0,,129.83333333333334
2026-02-07,MILK-1L,Milk 1L,143,420,42.0,0,1,Clear,5,2,1,137.0,129.71428571428572
2026-02-08,MILK-1L,Milk 1L,147,420,42.0,0,1,Clear,6,2,1,153.0,130.57142857142858
2026-02-09,MILK-1L,Milk 1L,126,420,42.0,0,1,Clear,0,2,0,128.0,129.71428571428572
2026-02-10,MILK-1L,Milk 1L,139,420,42.0,0,1,Clear,1,2,0,131.0,129.42857142857142
2026-02-11,MILK-1L,Milk 1L,140,420,42.0,0,1,Clear,2,2,0,112.0,130.57142857142858
2026-02-12,MILK-1L,Milk 1L,135,420,42.0,0,1,Clear,3,2,0,118.0,134.57142857142858
2026-02-13,MILK-1L,Milk 1L,144,420,42.0,0,1,Clear,4,2,0,129.0,137.0
2026-02-14,MILK-1L,Milk 1L,156,420,42.0,0,1,Clear,5,2,1,143.0,139.14285714285714
2026-02-15,MILK-1L,Milk 1L,175,420,42.0,1,1,Clear,6,2,1,147.0,141.0
2026-02-16,MILK-1L,Milk 1L,140,420,42.0,0,1,Clear,0,2,0,126.0,145.0
2026-02-17,MILK-1L,Milk 1L,131,420,42.0,0,1,Clear,1,2,0,139.0,147.0
2026-02-18,MILK-1L,Milk 1L,144,420,42.0,0,1,Clear,2,2,0,140.0,145.85714285714286
2026-02-19,MILK-1L,Milk 1L,138,420,42.0,0,1,Clear,3,2,0,135.0,146.42857142857142
2026-02-20,MILK-1L,Milk 1L,137,420,42.0,0,1,Clear,4,2,0,144.0,146.85714285714286
2026-02-21,MILK-1L,Milk 1L,150,420,42.0,0,1,Clear,5,2,1,156.0,145.85714285714286
2026-02-22,MILK-1L,Milk 1L,163,420,42.0,0,1,Clear,6,2,1,175.0,145.0
2026-02-23,MILK-1L,Milk 1L,136,420,42.0,0,1,Clear,0,2,0,140.0,143.28571428571428
2026-02-24,MILK-1L,Milk 1L,134,420,42.0,0,1,Clear,1,2,0,131.0,142.71428571428572
2026-02-25,MILK-1L,Milk 1L,134,420,42.0,0,1,Clear,2,2,0,144.0,143.14285714285714
2026-02-26,MILK-1L,Milk 1L,140,420,42.0,0,1,Clear,3,2,0,138.0,141.71428571428572
2026-02-27,MILK-1L,Milk 1L,138,420,42.0,0,1,Clear,4,2,0,137.0,142.0
2026-02-28,MILK-1L,Milk 1L,153,420,42.0,0,1,Clear,5,2,1,150.0,142.14285714285714
2026-03-01,MILK-1L,Milk 1L,179,420,42.0,1,2,Clear,6,3,1,163.0,142.57142857142858
2026-03-02,MILK-1L,Milk 1L,147,420,42.0,0,2,Clear,0,3,0,136.0,144.85714285714286
2026-03-03,MILK-1L,Milk 1L,128,420,42.0,0,2,Clear,1,3,0,134.0,146.42857142857142
2026-03-04,MILK-1L,Milk 1L,126,420,42.0,0,2,Clear,2,3,0,134.0,145.57142857142858
2026-03-05,MILK-1L,Milk 1L,123,420,42.0,0,2,Clear,3,3,0,140.0,144.42857142857142
2026-03-06,MILK-1L,Milk 1L,132,420,42.0,0,2,Clear,4,3,0,138.0,142.0
2026-03-07,MILK-1L,Milk 1L,149,420,42.0,0,2,Clear,5,3,1,153.0,141.14285714285714
2026-03-08,MILK-1L,Milk 1L,139,420,42.0,0,2,Clear,6,3,1,179.0,140.57142857142858
2026-03-09,MILK-1L,Milk 1L,118,420,42.0,0,2,Clear,0,3,0,147.0,134.85714285714286
2026-03-10,MILK-1L,Milk 1L,116,420,42.0,0,2,Clear,1,3,0,128.0,130.71428571428572
2026-03-11,MILK-1L,Milk 1L,125,420,42.0,0,2,Clear,2,3,0,126.0,129.0
2026-03-12,MILK-1L,Milk 1L,125,420,42.0,0,2,Clear,3,3,0,123.0,128.85714285714286
2026-03-13,MILK-1L,Milk 1L,122,420,42.0,0,2,Clear,4,3,0,132.0,129.14285714285714
2026-03-14,MILK-1L,Milk 1L,126,420,42.0,0,2,Clear,5,3,1,149.0,127.71428571428571
2026-03-15,MILK-1L,Milk 1L,154,420,42.0,1,2,Clear,6,3,1,139.0,124.42857142857143
2026-03-16,MILK-1L,Milk 1L,115,420,42.0,0,2,Clear,0,3,0,118.0,126.57142857142857
2026-03-17,MILK-1L,Milk 1L,115,420,42.0,0,2,Clear,1,3,0,116.0,126.14285714285714
2026-03-18,MILK-1L,Milk 1L,118,420,42.0,0,2,Clear,2,3,0,125.0,126.0
2026-03-19,MILK-1L,Milk 1L,113,420,42.0,0,2,Clear,3,3,0,125.0,125.0
2026-03-20,MILK-1L,Milk 1L,115,420,42.0,0,2,Clear,4,3,0,122.0,123.28571428571429
2026-03-21,MILK-1L,Milk 1L,123,420,42.0,0,2,Clear,5,3,1,126.0,122.28571428571429
2026-03-22,MILK-1L,Milk 1L,124,420,42.0,0,2,Clear,6,3,1,154.0,121.85714285714286
2026-03-23,MILK-1L,Milk 1L,112,420,42.0,0,2,Clear,0,3,0,115.0,117.57142857142857
2026-03-24,MILK-1L,Milk 1L,97,420,42.0,0,2,Clear,1,3,0,115.0,117.14285714285714
2026-03-25,MILK-1L,Milk 1L,105,420,42.0,0,2,Clear,2,3,0,118.0,114.57142857142857
2026-03-26,MILK-1L,Milk 1L,103,420,42.0,0,2,Clear,3,3,0,113.0,112.71428571428571
2026-03-27,MILK-1L,Milk 1L,102,420,42.0,0,2,Clear,4,3,0,115.0,111.28571428571429
2026-03-28,MILK-1L,Milk 1L,117,420,42.0,0,2,Clear,5,3,1,123.0,109.42857142857143
2026-03-29,MILK-1L,Milk 1L,130,420,42.0,0,2,Clear,6,3,1,124.0,108.57142857142857
2026-03-30,MILK-1L,Milk 1L,101,420,42.0,0,2,Clear,0,3,0,112.0,109.42857142857143
2026-03-31,MILK-1L,Milk 1L,114,420,42.0,0,2,Clear,1,3,0,97.0,107.85714285714286
2026-04-01,MILK-1L,Milk 1L,115,420,42.0,1,2,Clear,2,4,0,105.0,110.28571428571429
2026-04-02,MILK-1L,Milk 1L,106,420,42.0,0,2,Clear,3,4,0,103.0,111.71428571428571
2026-04-03,MILK-1L,Milk 1L,110,420,42.0,0,2,Clear,4,4,0,102.0,112.14285714285714
2026-04-04,MILK-1L,Milk 1L,126,420,42.0,0,2,Clear,5,4,1,117.0,113.28571428571429
2026-04-05,MILK-1L,Milk 1L,128,420,42.0,0,2,Clear,6,4,1,130.0,114.57142857142857
2026-04-06,MILK-1L,Milk 1L,117,420,42.0,0,2,Clear,0,4,0,101.0,114.28571428571429
2026-04-07,MILK-1L,Milk 1L,110,420,42.0,0,2,Clear,1,4,0,114.0,116.57142857142857
2026-04-08,MILK-1L,Milk 1L,110,420,42.0,0,2,Clear,2,4,0,115.0,116.0
2026-04-09,MILK-1L,Milk 1L,120,420,42.0,0,2,Clear,3,4,0,106.0,115.28571428571429
2026-04-10,MILK-1L,Milk 1L,114,420,42.0,0,2,Clear,4,4,0,110.0,117.28571428571429
2026-04-11,MILK-1L,Milk 1L,122,420,42.0,0,2,Clear,5,4,1,126.0,117.85714285714286
2026-04-12,MILK-1L,Milk 1L,125,420,42.0,0,2,Clear,6,4,1,128.0,117.28571428571429
2026-04-13,MILK-1L,Milk 1L,113,420,42.0,0,2,Clear,0,4,0,117.0,116.85714285714286
2026-04-14,MILK-1L,Milk 1L,125,420,42.0,0,2,Clear,1,4,0,110.0,116.28571428571429
2026-04-15,MILK-1L,Milk 1L,146,420,42.0,1,2,Clear,2,4,0,110.0,118.42857142857143
2026-04-16,MILK-1L,Milk 1L,129,420,42.0,0,2,Clear,3,4,0,120.0,123.57142857142857
2026-04-17,MILK-1L,Milk 1L,123,420,42.0,0,2,Clear,4,4,0,114.0,124.85714285714286
2026-04-18,MILK-1L,Milk 1L,144,420,42.0,0,2,Clear,5,4,1,122.0,126.14285714285714
2026-04-19,MILK-1L,Milk 1L,149,420,42.0,0,2,Clear,6,4,1,125.0,129.28571428571428
2026-04-20,MILK-1L,Milk 1L,128,420,42.0,0,2,Clear,0,4,0,113.0,132.71428571428572
2026-04-21,MILK-1L,Milk 1L,135,420,42.0,0,2,Clear,1,4,0,125.0,134.85714285714286
2026-04-22,MILK-1L,Milk 1L,129,420,42.0,0,2,Clear,2,4,0,146.0,136.28571428571428
2026-04-23,MILK-1L,Milk 1L,132,420,42.0,0,2,Clear,3,4,0,129.0,133.85714285714286
2026-04-24,MILK-1L,Milk 1L,133,420,42.0,0,2,Clear,4,4,0,123.0,134.28571428571428
2026-04-25,MILK-1L,Milk 1L,145,420,42.0,0,2,Clear,5,4,1,144.0,135.71428571428572
2026-04-26,MILK-1L,Milk 1L,158,420,42.0,0,2,Clear,6,4,1,149.0,135.85714285714286
2026-04-27,MILK-1L,Milk 1L,136,420,42.0,0,2,Clear,0,4,0,128.0,137.14285714285714
2026-04-28,MILK-1L,Milk 1L,140,420,42.0,0,2,Clear,1,4,0,135.0,138.28571428571428
2026-04-29,MILK-1L,Milk 1L,145,420,42.0,0,2,Clear,2,4,0,129.0,139.0
2026-04-30,MILK-1L,Milk 1L,145,420,42.0,0,2,Clear,3,4,0,132.0,141.28571428571428
2026-05-01,MILK-1L,Milk 1L,173,420,42.0,1,2,Clear,4,5,0,133.0,143.14285714285714
2026-05-02,MILK-1L,Milk 1L,160,420,42.0,0,2,Clear,5,5,1,145.0,148.85714285714286
2026-05-03,MILK-1L,Milk 1L,158,420,42.0,0,2,Clear,6,5,1,158.0,151.0
2026-05-04,MILK-1L,Milk 1L,143,420,42.0,0,2,Clear,0,5,0,136.0,151.0
2026-05-05,MILK-1L,Milk 1L,132,420,42.0,0,2,Clear,1,5,0,140.0,152.0
2026-05-06,MILK-1L,Milk 1L,134,420,42.0,0,2,Clear,2,5,0,145.0,150.85714285714286
2026-05-07,MILK-1L,Milk 1L,135,420,42.0,0,2,Clear,3,5,0,145.0,149.28571428571428
2026-05-08,MILK-1L,Milk 1L,137,420,42.0,0,2,Clear,4,5,0,173.0,147.85714285714286
2026-05-09,MILK-1L,Milk 1L,163,420,42.0,0,2,Clear,5,5,1,160.0,142.71428571428572
2026-05-10,MILK-1L,Milk 1L,154,420,42.0,0,2,Clear,6,5,1,158.0,143.14285714285714
2026-05-11,MILK-1L,Milk 1L,140,420,42.0,0,2,Clear,0,5,0,143.0,142.57142857142858
2026-05-12,MILK-1L,Milk 1L,151,420,42.0,0,2,Clear,1,5,0,132.0,142.14285714285714
2026-05-13,MILK-1L,Milk 1L,138,420,42.0,0,2,Clear,2,5,0,134.0,144.85714285714286
2026-05-14,MILK-1L,Milk 1L,145,420,42.0,0,2,Clear,3,5,0,135.0,145.42857142857142
2026-05-15,MILK-1L,Milk 1L,158,420,42.0,1,2,Clear,4,5,0,137.0,146.85714285714286
2026-05-16,MILK-1L,Milk 1L,153,420,42.0,0,2,Clear,5,5,1,163.0,149.85714285714286
2026-05-17,MILK-1L,Milk 1L,147,420,42.0,0,2,Clear,6,5,1,154.0,148.42857142857142
2026-05-18,MILK-1L,Milk 1L,133,420,42.0,0,2,Clear,0,5,0,140.0,147.42857142857142
2026-05-19,MILK-1L,Milk 1L,140,420,42.0,0,2,Clear,1,5,0,151.0,146.42857142857142
2026-05-20,MILK-1L,Milk 1L,121,420,42.0,0,2,Clear,2,5,0,138.0,144.85714285714286
2026-05-21,MILK-1L,Milk 1L,135,420,42.0,0,2,Clear,3,5,0,145.0,142.42857142857142
2026-05-22,MILK-1L,Milk 1L,132,420,42.0,0,2,Clear,4,5,0,158.0,141.0
2026-05-23,MILK-1L,Milk 1L,140,420,42.0,0,2,Clear,5,5,1,153.0,137.28571428571428
2026-05-24,MILK-1L,Milk 1L,133,420,42.0,0,2,Clear,6,5,1,147.0,135.42857142857142
2026-05-25,MILK-1L,Milk 1L,127,420,42.0,0,2,Clear,0,5,0,133.0,133.42857142857142
2026-05-26,MILK-1L,Milk 1L,121,420,42.0,0,2,Clear,1,5,0,140.0,132.57142857142858
2026-05-27,MILK-1L,Milk 1L,125,420,42.0,0,2,Clear,2,5,0,121.0,129.85714285714286
2026-05-28,MILK-1L,Milk 1L,122,420,42.0,0,2,Clear,3,5,0,135.0,130.42857142857142
2026-05-29,MILK-1L,Milk 1L,132,420,42.0,0,2,Clear,4,5,0,132.0,128.57142857142858
2026-05-30,MILK-1L,Milk 1L,132,420,42.0,0,2,Clear,5,5,1,140.0,128.57142857142858
2026-05-31,MILK-1L,Milk 1L,125,420,42.0,0,2,Clear,6,5,1,133.0,127.42857142857143
2026-06-01,MILK-1L,Milk 1L,139,420,42.0,1,3,Rainy,0,6,0,127.0,126.28571428571429
2026-06-02,MILK-1L,Milk 1L,118,420,42.0,0,3,Rainy,1,6,0,121.0,128.0
2026-06-03,MILK-1L,Milk 1L,125,420,42.0,0,3,Rainy,2,6,0,125.0,127.57142857142857
2026-06-04,MILK-1L,Milk 1L,120,420,42.0,0,3,Rainy,3,6,0,122.0,127.57142857142857
2026-06-05,MILK-1L,Milk 1L,116,420,42.0,0,3,Rainy,4,6,0,132.0,127.28571428571429
2026-06-06,MILK-1L,Milk 1L,136,420,42.0,0,3,Rainy,5,6,1,132.0,125.0
2026-06-07,MILK-1L,Milk 1L,117,420,42.0,0,3,Rainy,6,6,1,125.0,125.57142857142857
2026-06-08,MILK-1L,Milk 1L,107,420,42.0,0,3,Rainy,0,6,0,139.0,124.42857142857143
2026-06-09,MILK-1L,Milk 1L,105,420,42.0,0,3,Rainy,1,6,0,118.0,119.85714285714286
2026-06-10,MILK-1L,Milk 1L,108,420,42.0,0,3,Rainy,2,6,0,125.0,118.0
2026-06-11,MILK-1L,Milk 1L,101,420,42.0,0,3,Rainy,3,6,0,120.0,115.57142857142857
2026-06-12,MILK-1L,Milk 1L,115,420,42.0,0,3,Rainy,4,6,0,116.0,112.85714285714286
2026-06-13,MILK-1L,Milk 1L,123,420,42.0,0,3,Rainy,5,6,1,136.0,112.71428571428571
2026-06-14,MILK-1L,Milk 1L,114,420,42.0,0,3,Rainy,6,6,1,117.0,110.85714285714286
2026-06-15,MILK-1L,Milk 1L,124,420,42.0,1,3,Rainy,0,6,0,107.0,110.42857142857143
2026-06-16,MILK-1L,Milk 1L,114,420,42.0,0,3,Rainy,1,6,0,105.0,112.85714285714286
2026-06-17,MILK-1L,Milk 1L,119,420,42.0,0,3,Rainy,2,6,0,108.0,114.14285714285714
2026-06-18,MILK-1L,Milk 1L,127,420,42.0,0,3,Rainy,3,6,0,101.0,115.71428571428571
2026-06-19,MILK-1L,Milk 1L,135,420,42.0,0,3,Rainy,4,6,0,115.0,119.42857142857143
