sku_id,week_start,units_sold,revenue,product,category,subcategory,unit_cost,list_price,on_hand_units,on_order_units,lead_time_days,reorder_point,promo_flag,is_holiday,sku,date,quantity_sold,current_stock,price,holiday,week_of_year,month,season,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_28,rolling_std_28
RICE-5K,2026-05-11,528,190080.0,Rice 5kg,Grocery,Grains,280.0,360.0,759,0,10,754,1,1,RICE-5K,2026-05-11,528,759,360.0,1,20,5,2,472.0,407.0,,,416.2857142857143,39.596777165632645,427.46153846153845,75.10172588409158,427.46153846153845,75.10172588409158
RICE-5K,2026-05-18,500,180000.0,Rice 5kg,Grocery,Grains,280.0,360.0,348,696,10,754,1,0,RICE-5K,2026-05-18,500,348,360.0,0,21,5,2,528.0,419.0,228.0,,433.57142857142856,57.31450410631138,434.64285714285717,76.99611093361209,434.64285714285717,76.99611093361209
RICE-5K,2026-05-25,463,166680.0,Rice 5kg,Grocery,Grains,280.0,360.0,645,696,10,754,1,0,RICE-5K,2026-05-25,463,645,360.0,0,22,5,2,500.0,356.0,473.0,,445.14285714285717,61.87737489429821,454.07142857142856,50.65336845920257,439.0,76.09017207047364
RICE-5K,2026-06-01,461,165960.0,Rice 5kg,Grocery,Grains,280.0,360.0,727,696,10,754,1,1,RICE-5K,2026-06-01,461,727,360.0,1,23,6,3,463.0,383.0,513.0,,460.42857142857144,47.80117551852028,453.35714285714283,50.435956561620955,440.5,73.75454788237356
RICE-5K,2026-06-08,403,145080.0,Rice 5kg,Grocery,Grains,280.0,360.0,1082,0,10,754,1,0,RICE-5K,2026-06-08,403,1082,360.0,0,24,6,3,461.0,423.0,500.0,,471.57142857142856,33.77798663260412,449.64285714285717,47.53720347565384,441.70588235294116,71.5854076487331
RICE-5K,2026-06-15,410,147600.0,Rice 5kg,Grocery,Grains,280.0,360.0,742,696,10,754,1,1,RICE-5K,2026-06-15,410,742,360.0,1,25,6,3,403.0,454.0,475.0,,468.7142857142857,39.01159778712946,442.7142857142857,46.694471047155325,439.55555555555554,70.04471027785394
RICE-5K,2026-06-22,403,145080.0,Rice 5kg,Grocery,Grains,280.0,360.0,903,0,10,754,1,0,RICE-5K,2026-06-22,403,903,360.0,0,26,6,3,410.0,472.0,454.0,,462.42857142857144,44.88079449258577,438.07142857142856,46.46829239171801,438.0,68.40808919028997
RICE-5K,2026-06-29,411,147960.0,Rice 5kg,Grocery,Grains,280.0,360.0,1263,0,10,754,1,1,RICE-5K,2026-06-29,411,1263,360.0,1,27,6,3,403.0,528.0,407.0,,452.57142857142856,49.7421924957648,434.42857142857144,47.11804208697438,436.25,67.0419154041159
RICE-5K,2026-07-06,409,147240.0,Rice 5kg,Grocery,Grains,280.0,360.0,908,0,10,754,1,0,RICE-5K,2026-07-06,409,908,360.0,0,28,7,3,411.0,500.0,419.0,,435.85714285714283,38.57645469898531,434.7142857142857,46.95075746325745,435.04761904761904,65.57627329337662
RICE-5K,2026-07-13,463,166680.0,Rice 5kg,Grocery,Grains,280.0,360.0,1012,0,10,754,1,1,RICE-5K,2026-07-13,463,1012,360.0,1,29,7,3,409.0,463.0,356.0,,422.85714285714283,26.93466521930803,434.0,47.283108058716984,433.8636363636364,64.23639040928322
RICE-5K,2026-07-20,477,171720.0,Rice 5kg,Grocery,Grains,280.0,360.0,623,696,10,754,1,0,RICE-5K,2026-07-20,477,623,360.0,0,30,7,3,463.0,461.0,383.0,,422.85714285714283,26.93466521930803,441.64285714285717,42.06516399561545,435.1304347826087,63.05286695797864
RICE-5K,2026-07-27,524,188640.0,Rice 5kg,Grocery,Grains,280.0,360.0,217,696,10,754,1,1,RICE-5K,2026-07-27,524,217,360.0,1,31,7,3,477.0,403.0,423.0,,425.14285714285717,31.072112745614856,448.35714285714283,39.40247384435331,436.875,62.256351168933485
RICE-5K,2026-08-03,501,180360.0,Rice 5kg,Grocery,Grains,280.0,360.0,206,696,10,754,1,0,RICE-5K,2026-08-03,501,206,360.0,0,32,8,3,524.0,410.0,454.0,,442.42857142857144,46.51830156994544,455.57142857142856,43.44176346773708,440.36,63.387617087251364
RICE-5K,2026-08-10,123,44280.0,Rice 5kg,Grocery,Grains,280.0,360.0,206,696,10,754,0,0,RICE-5K,2026-08-10,123,206,360.0,0,33,8,3,501.0,403.0,472.0,,455.42857142857144,48.61363712257826,458.92857142857144,45.0955639737424,442.6923076923077,63.235287130379504
SHAM-400,2026-02-09,115,22770.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,305,0,5,264,1,1,SHAM-400,2026-02-09,115,305,198.0,1,7,2,1,,,,,,0.0,,0.0,,0.0
SHAM-400,2026-02-16,262,51876.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,349,0,5,264,1,0,SHAM-400,2026-02-16,262,349,198.0,0,8,2,1,115.0,,,,115.0,0.0,115.0,0.0,115.0,0.0
SHAM-400,2026-02-23,297,58806.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,506,0,5,264,1,1,SHAM-400,2026-02-23,297,506,198.0,1,9,2,1,262.0,,,,188.5,103.94469683442249,188.5,103.94469683442249,188.5,103.94469683442249
SHAM-400,2026-03-02,260,51480.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,276,0,5,264,1,0,SHAM-400,2026-03-02,260,276,198.0,0,10,3,2,297.0,,,,224.66666666666666,96.57294307068277,224.66666666666666,96.57294307068277,224.66666666666666,96.57294307068277
SHAM-400,2026-03-09,284,56232.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,300,0,5,264,1,1,SHAM-400,2026-03-09,284,300,198.0,1,11,3,2,260.0,,,,233.5,80.80635288556628,233.5,80.80635288556628,233.5,80.80635288556628
SHAM-400,2026-03-16,257,50886.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,489,0,5,264,1,0,SHAM-400,2026-03-16,257,489,198.0,0,12,3,2,284.0,,,,243.6,73.53434571681454,243.6,73.53434571681454,243.6,73.53434571681454
SHAM-400,2026-03-23,215,42570.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,297,0,5,264,1,0,SHAM-400,2026-03-23,215,297,198.0,0,13,3,2,257.0,,,,245.83333333333334,65.99823229955987,245.83333333333334,65.99823229955987,245.83333333333334,65.99823229955987
SHAM-400,2026-03-30,237,46926.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,383,0,5,264,1,1,SHAM-400,2026-03-30,237,383,198.0,1,14,3,2,215.0,115.0,,,241.42857142857142,61.3646400430985,241.42857142857142,61.3646400430985,241.42857142857142,61.3646400430985
SHAM-400,2026-04-06,207,40986.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,215,396,5,264,1,0,SHAM-400,2026-04-06,207,215,198.0,0,15,4,2,237.0,262.0,,,258.85714285714283,27.39482050454412,240.875,56.83418865436543,240.875,56.83418865436543
SHAM-400,2026-04-13,223,44154.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,421,0,5,264,1,1,SHAM-400,2026-04-13,223,421,198.0,1,16,4,2,207.0,297.0,,,251.0,33.54101966249684,237.11111111111111,54.34943524187819,237.11111111111111,54.34943524187819
SHAM-400,2026-04-20,218,43164.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,527,0,5,264,1,0,SHAM-400,2026-04-20,218,527,198.0,0,17,4,2,223.0,260.0,,,240.42857142857142,27.79602575223744,235.7,51.43507234044361,235.7,51.43507234044361
SHAM-400,2026-04-27,264,52272.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,316,0,5,264,1,1,SHAM-400,2026-04-27,264,316,198.0,1,18,4,2,218.0,284.0,,,234.42857142857142,27.397427755521992,234.0909090909091,49.08656546440084,234.0909090909091,49.08656546440084
SHAM-400,2026-05-04,260,51480.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,483,0,5,264,1,0,SHAM-400,2026-05-04,260,483,198.0,0,19,5,2,264.0,257.0,,,231.57142857142858,21.846869667888654,236.58333333333334,47.59193654646157,236.58333333333334,47.59193654646157
SHAM-400,2026-05-11,294,58212.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,501,0,5,264,1,1,SHAM-400,2026-05-11,294,501,198.0,1,20,5,2,260.0,215.0,,,232.0,22.44994432064363,238.3846153846154,46.02633025696354,238.3846153846154,46.02633025696354
SHAM-400,2026-05-18,267,52866.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,276,0,5,264,1,0,SHAM-400,2026-05-18,267,276,198.0,0,21,5,2,294.0,237.0,115.0,,243.28571428571428,30.78806200306803,242.35714285714286,46.6519142040399,242.35714285714286,46.6519142040399
SHAM-400,2026-05-25,274,54252.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,437,0,5,264,1,0,SHAM-400,2026-05-25,274,437,198.0,0,22,5,2,267.0,207.0,262.0,,247.57142857142858,31.837384434325745,253.21428571428572,29.128834700155984,244.0,45.402957738770404
SHAM-400,2026-06-01,280,55440.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,472,0,5,264,1,1,SHAM-400,2026-06-01,280,472,198.0,1,23,6,3,274.0,223.0,297.0,,257.14285714285717,27.364384221274264,254.07142857142858,29.580306041258357,245.875,44.5
SHAM-400,2026-06-08,226,44748.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,286,0,5,264,1,0,SHAM-400,2026-06-08,226,286,198.0,0,24,6,3,280.0,218.0,260.0,,265.2857142857143,23.75369645419626,252.85714285714286,27.988616210213706,247.88235294117646,43.87465434755751
SHAM-400,2026-06-15,209,41382.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,503,0,5,264,1,1,SHAM-400,2026-06-15,209,503,198.0,1,25,6,3,226.0,264.0,284.0,,266.42857142857144,21.149130343484924,250.42857142857142,28.784916685156983,246.66666666666666,42.876018252357234
SHAM-400,2026-06-22,200,39600.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,629,0,5,264,1,0,SHAM-400,2026-06-22,200,629,198.0,0,26,6,3,209.0,260.0,257.0,,258.57142857142856,30.39658502122204,245.07142857142858,29.034367661351023,244.68421052631578,42.554608878969916
SHAM-400,2026-06-29,260,51480.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,415,0,5,264,1,1,SHAM-400,2026-06-29,260,415,198.0,1,27,6,3,200.0,294.0,215.0,,250.0,37.545527918337555,241.0,31.152231677065114,242.45,42.60772724580169
SHAM-400,2026-07-06,232,45936.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,211,396,5,264,1,0,SHAM-400,2026-07-06,232,211,198.0,0,28,7,3,260.0,267.0,237.0,,245.14285714285714,32.80461639987358,244.21428571428572,30.57947670586265,243.28571428571428,41.705087048395974
SHAM-400,2026-07-13,243,48114.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,290,0,5,264,1,1,SHAM-400,2026-07-13,243,290,198.0,1,29,7,3,232.0,274.0,207.0,,240.14285714285714,31.561730895862702,243.85714285714286,30.699178497796343,242.77272727272728,40.77105861734793
SHAM-400,2026-07-20,258,51084.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,477,0,5,264,1,0,SHAM-400,2026-07-20,258,477,198.0,0,30,7,3,243.0,280.0,223.0,,235.71428571428572,27.992345892608306,246.42857142857142,28.824973909426554,242.7826086956522,39.833695788341096
SHAM-400,2026-07-27,298,59004.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,245,396,5,264,1,1,SHAM-400,2026-07-27,298,245,198.0,1,31,7,3,258.0,226.0,218.0,,232.57142857142858,22.97721438626487,248.92857142857142,28.146496668773455,243.41666666666666,39.081761193311316
SHAM-400,2026-08-03,263,52074.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,263,396,5,264,1,0,SHAM-400,2026-08-03,263,263,198.0,0,32,8,3,298.0,209.0,264.0,,242.85714285714286,33.32880921679502,254.64285714285714,29.473866241278756,245.6,39.78588526935987
SHAM-400,2026-08-10,66,13068.0,Shampoo 400ml,Personal Care,Hair Care,140.0,198.0,263,396,5,264,0,0,SHAM-400,2026-08-10,66,263,198.0,0,33,8,3,263.0,200.0,260.0,,250.57142857142858,30.297728973511834,254.57142857142858,29.450647859438675,246.26923076923077,39.131120804094216
