date,sku_id,units_sold,revenue,unit_price,promo_flag
2026-07-08,BREAD-WHT,80,2720.0,34.0,0
2026-07-09,BREAD-WHT,95,3230.0,34.0,0
2026-07-10,BREAD-WHT,86,2924.0,34.0,0
2026-07-11,BREAD-WHT,93,3162.0,34.0,0
2026-07-12,BREAD-WHT,116,3944.0,34.0,1
2026-07-13,BREAD-WHT,79,2686.0,34.0,0
2026-07-14,BREAD-WHT,87,2958.0,34.0,0
2026-07-15,BREAD-WHT,132,4488.0,34.0,1
2026-07-16,BREAD-WHT,90,3060.0,34.0,0
2026-07-17,BREAD-WHT,95,3230.0,34.0,0
2026-07-18,BREAD-WHT,105,3570.0,34.0,0
2026-07-19,BREAD-WHT,126,4284.0,34.0,1
2026-07-20,BREAD-WHT,91,3094.0,34.0,0
2026-07-21,BREAD-WHT,99,3366.0,34.0,0
2026-07-22,BREAD-WHT,104,3536.0,34.0,0
2026-07-23,BREAD-WHT,92,3128.0,34.0,0
2026-07-24,BREAD-WHT,93,3162.0,34.0,0
2026-07-25,BREAD-WHT,116,3944.0,34.0,0
2026-07-26,BREAD-WHT,129,4386.0,34.0,1
2026-07-27,BREAD-WHT,106,3604.0,34.0,0
2026-07-28,BREAD-WHT,97,3298.0,34.0,0
2026-07-29,BREAD-WHT,107,3638.0,34.0,0
2026-07-30,BREAD-WHT,101,3434.0,34.0,0
2026-07-31,BREAD-WHT,101,3434.0,34.0,0
2026-08-01,BREAD-WHT,174,5916.0,34.0,1
2026-08-02,BREAD-WHT,131,4454.0,34.0,1
2026-08-03,BREAD-WHT,96,3264.0,34.0,0
2026-08-04,BREAD-WHT,98,3332.0,34.0,0
2026-08-05,BREAD-WHT,102,3468.0,34.0,0
2026-08-06,BREAD-WHT,92,3128.0,34.0,0
2026-08-07,BREAD-WHT,102,3468.0,34.0,0
2026-08-08,BREAD-WHT,108,3672.0,34.0,0
2026-08-09,BREAD-WHT,135,4590.0,34.0,1
2026-08-10,BREAD-WHT,85,2890.0,34.0,0
2026-08-11,BREAD-WHT,93,3162.0,34.0,0
2026-02-13,SHAM-400,25,4950.0,198.0,0
2026-02-14,SHAM-400,33,6534.0,198.0,0
2026-02-15,SHAM-400,57,11286.0,198.0,1
2026-02-16,SHAM-400,33,6534.0,198.0,0
2026-02-17,SHAM-400,33,6534.0,198.0,0
2026-02-18,SHAM-400,34,6732.0,198.0,0
2026-02-19,SHAM-400,36,7128.0,198.0,0
2026-02-20,SHAM-400,31,6138.0,198.0,0
2026-02-21,SHAM-400,44,8712.0,198.0,0
2026-02-22,SHAM-400,51,10098.0,198.0,1
2026-02-23,SHAM-400,38,7524.0,198.0,0
2026-02-24,SHAM-400,39,7722.0,198.0,0
2026-02-25,SHAM-400,38,7524.0,198.0,0
2026-02-26,SHAM-400,47,9306.0,198.0,0
2026-02-27,SHAM-400,37,7326.0,198.0,0
2026-02-28,SHAM-400,40,7920.0,198.0,0
2026-03-01,SHAM-400,58,11484.0,198.0,1
2026-03-02,SHAM-400,32,6336.0,198.0,0
2026-03-03,SHAM-400,31,6138.0,198.0,0
2026-03-04,SHAM-400,33,6534.0,198.0,0
2026-03-05,SHAM-400,37,7326.0,198.0,0
2026-03-06,SHAM-400,39,7722.0,198.0,0
2026-03-07,SHAM-400,42,8316.0,198.0,0
2026-03-08,SHAM-400,46,9108.0,198.0,1
2026-03-09,SHAM-400,42,8316.0,198.0,0
2026-03-10,SHAM-400,41,8118.0,198.0,0
2026-03-11,SHAM-400,36,7128.0,198.0,0
2026-03-12,SHAM-400,33,6534.0,198.0,0
2026-03-13,SHAM-400,39,7722.0,198.0,0
2026-03-14,SHAM-400,41,8118.0,198.0,0
2026-03-15,SHAM-400,52,10296.0,198.0,1
2026-03-16,SHAM-400,35,6930.0,198.0,0
2026-03-17,SHAM-400,36,7128.0,198.0,0
2026-03-18,SHAM-400,30,5940.0,198.0,0
2026-03-19,SHAM-400,35,6930.0,198.0,0
2026-03-20,SHAM-400,27,5346.0,198.0,0
2026-03-21,SHAM-400,44,8712.0,198.0,0
2026-03-22,SHAM-400,50,9900.0,198.0,1
2026-03-23,SHAM-400,32,6336.0,198.0,0
2026-03-24,SHAM-400,34,6732.0,198.0,0
2026-03-25,SHAM-400,20,3960.0,198.0,0
2026-03-26,SHAM-400,26,5148.0,198.0,0
2026-03-27,SHAM-400,30,5940.0,198.0,0
2026-03-28,SHAM-400,29,5742.0,198.0,0
2026-03-29,SHAM-400,44,8712.0,198.0,1
2026-03-30,SHAM-400,40,7920.0,198.0,0
2026-03-31,SHAM-400,24,4752.0,198.0,0
2026-04-01,SHAM-400,40,7920.0,198.0,1
2026-04-02,SHAM-400,31,6138.0,198.0,0
2026-04-03,SHAM-400,37,7326.0,198.0,0
2026-04-04,SHAM-400,26,5148.0,198.0,0
2026-04-05,SHAM-400,39,7722.0,198.0,1
2026-04-06,SHAM-400,38,7524.0,198.0,0
2026-04-07,SHAM-400,20,3960.0,198.0,0
2026-04-08,SHAM-400,22,4356.0,198.0,0
2026-04-09,SHAM-400,26,5148.0,198.0,0
2026-04-10,SHAM-400,26,5148.0,198.0,0
2026-04-11,SHAM-400,36,7128.0,198.0,0
2026-04-12,SHAM-400,39,7722.0,198.0,1
2026-04-13,SHAM-400,20,3960.0,198.0,0
2026-04-14,SHAM-400,31,6138.0,198.0,0
2026-04-15,SHAM-400,39,7722.0,198.0,1
2026-04-16,SHAM-400,35,6930.0,198.0,0
2026-04-17,SHAM-400,26,5148.0,198.0,0
2026-04-18,SHAM-400,30,5940.0,198.0,0
2026-04-19,SHAM-400,42,8316.0,198.0,1
2026-04-20,SHAM-400,34,6732.0,198.0,0
2026-04-21,SHAM-400,32,6336.0,198.0,0
2026-04-22,SHAM-400,22,4356.0,198.0,0
2026-04-23,SHAM-400,33,6534.0,198.0,0
2026-04-24,SHAM-400,26,5148.0,198.0,0
2026-04-25,SHAM-400,36,7128.0,198.0,0
2026-04-26,SHAM-400,35,6930.0,198.0,1
2026-04-27,SHAM-400,34,6732.0,198.0,0
2026-04-28,SHAM-400,28,5544.0,198.0,0
2026-04-29,SHAM-400,26,5148.0,198.0,0
2026-04-30,SHAM-400,37,7326.0,198.0,0
2026-05-01,SHAM-400,51,10098.0,198.0,1
2026-05-02,SHAM-400,35,6930.0,198.0,0
2026-05-03,SHAM-400,53,10494.0,198.0,1
2026-05-04,SHAM-400,33,6534.0,198.0,0
2026-05-05,SHAM-400,35,6930.0,198.0,0
2026-05-06,SHAM-400,37,7326.0,198.0,0
2026-05-07,SHAM-400,33,6534.0,198.0,0
2026-05-08,SHAM-400,38,7524.0,198.0,0
2026-05-09,SHAM-400,38,7524.0,198.0,0
2026-05-10,SHAM-400,46,9108.0,198.0,1
2026-05-11,SHAM-400,44,8712.0,198.0,0
2026-05-12,SHAM-400,32,6336.0,198.0,0
2026-05-13,SHAM-400,25,4950.0,198.0,0
2026-05-14,SHAM-400,45,8910.0,198.0,0
2026-05-15,SHAM-400,68,13464.0,198.0,1
2026-05-16,SHAM-400,40,7920.0,198.0,0
2026-05-17,SHAM-400,40,7920.0,198.0,1
2026-05-18,SHAM-400,36,7128.0,198.0,0
2026-05-19,SHAM-400,36,7128.0,198.0,0
2026-05-20,SHAM-400,37,7326.0,198.0,0
2026-05-21,SHAM-400,32,6336.0,198.0,0
2026-05-22,SHAM-400,40,7920.0,198.0,0
2026-05-23,SHAM-400,44,8712.0,198.0,0
2026-05-24,SHAM-400,42,8316.0,198.0,1
2026-05-25,SHAM-400,40,7920.0,198.0,0
2026-05-26,SHAM-400,47,9306.0,198.0,0
2026-05-27,SHAM-400,37,7326.0,198.0,0
2026-05-28,SHAM-400,34,6732.0,198.0,0
2026-05-29,SHAM-400,35,6930.0,198.0,0
2026-05-30,SHAM-400,43,8514.0,198.0,0
2026-05-31,SHAM-400,38,7524.0,198.0,1
2026-06-01,SHAM-400,52,10296.0,198.0,1
2026-06-02,SHAM-400,33,6534.0,198.0,0
2026-06-03,SHAM-400,43,8514.0,198.0,0
2026-06-04,SHAM-400,33,6534.0,198.0,0
2026-06-05,SHAM-400,42,8316.0,198.0,0
2026-06-06,SHAM-400,31,6138.0,198.0,0
2026-06-07,SHAM-400,46,9108.0,198.0,1
2026-06-08,SHAM-400,34,6732.0,198.0,0
2026-06-09,SHAM-400,28,5544.0,198.0,0
2026-06-10,SHAM-400,32,6336.0,198.0,0
2026-06-11,SHAM-400,37,7326.0,198.0,0
2026-06-12,SHAM-400,29,5742.0,198.0,0
2026-06-13,SHAM-400,26,5148.0,198.0,0
2026-06-14,SHAM-400,40,7920.0,198.0,1
2026-06-15,SHAM-400,40,7920.0,198.0,1
2026-06-16,SHAM-400,28,5544.0,198.0,0
2026-06-17,SHAM-400,29,5742.0,198.0,0
2026-06-18,SHAM-400,21,4158.0,198.0,0
2026-06-19,SHAM-400,21,4158.0,198.0,0
2026-06-20,SHAM-400,35,6930.0,198.0,0
2026-06-21,SHAM-400,35,6930.0,198.0,1
2026-06-22,SHAM-400,16,3168.0,198.0,0
2026-06-23,SHAM-400,32,6336.0,198.0,0
2026-06-24,SHAM-400,30,5940.0,198.0,0
2026-06-25,SHAM-400,25,4950.0,198.0,0
2026-06-26,SHAM-400,22,4356.0,198.0,0
2026-06-27,SHAM-400,36,7128.0,198.0,0
2026-06-28,SHAM-400,39,7722.0,198.0,1
2026-06-29,SHAM-400,41,8118.0,198.0,0
2026-06-30,SHAM-400,31,6138.0,198.0,0
2026-07-01,SHAM-400,45,8910.0,198.0,1
2026-07-02,SHAM-400,28,5544.0,198.0,0
2026-07-03,SHAM-400,33,6534.0,198.0,0
2026-07-04,SHAM-400,36,7128.0,198.0,0
2026-07-05,SHAM-400,46,9108.0,198.0,1
2026-07-06,SHAM-400,28,5544.0,198.0,0
2026-07-07,SHAM-400,28,5544.0,198.0,0
2026-07-08,SHAM-400,28,5544.0,198.0,0
2026-07-09,SHAM-400,35,6930.0,198.0,0
2026-07-10,SHAM-400,39,7722.0,198.0,0
2026-07-11,SHAM-400,33,6534.0,198.0,0
2026-07-12,SHAM-400,41,8118.0,198.0,1
2026-07-13,SHAM-400,34,6732.0,198.0,0
2026-07-14,SHAM-400,32,6336.0,198.0,0
2026-07-15,SHAM-400,54,10692.0,198.0,1
2026-07-16,SHAM-400,23,4554.0,198.0,0
2026-07-17,SHAM-400,30,5940.0,198.0,0
2026-07-18,SHAM-400,35,6930.0,198.0,0
2026-07-19,SHAM-400,35,6930.0,198.0,1
2026-07-20,SHAM-400,30,5940.0,198.0,0
2026-07-21,SHAM-400,31,6138.0,198.0,0
2026-07-22,SHAM-400,35,6930.0,198.0,0
2026-07-23,SHAM-400,42,8316.0,198.0,0
2026-07-24,SHAM-400,35,6930.0,198.0,0
2026-07-25,SHAM-400,36,7128.0,198.0,0
2026-07-26,SHAM-400,49,9702.0,198.0,1
2026-07-27,SHAM-400,42,8316.0,198.0,0
2026-07-28,SHAM-400,32,6336.0,198.0,0
2026-07-29,SHAM-400,33,6534.0,198.0,0
2026-07-30,SHAM-400,40,7920.0,198.0,0
2026-07-31,SHAM-400,36,7128.0,198.0,0
2026-08-01,SHAM-400,65,12870.0,198.0,1
2026-08-02,SHAM-400,50,9900.0,198.0,1
2026-08-03,SHAM-400,41,8118.0,198.0,0
2026-08-04,SHAM-400,32,6336.0,198.0,0
2026-08-05,SHAM-400,37,7326.0,198.0,0
2026-08-06,SHAM-400,36,7128.0,198.0,0
2026-08-07,SHAM-400,31,6138.0,198.0,0
2026-08-08,SHAM-400,34,6732.0,198.0,0
2026-08-09,SHAM-400,52,10296.0,198.0,1
2026-08-10,SHAM-400,35,6930.0,198.0,0
2026-08-11,SHAM-400,31,6138.0,198.0,0
2026-02-13,CHIP-200,51,2448.0,48.0,0
2026-02-14,CHIP-200,63,3024.0,48.0,0
2026-02-15,CHIP-200,75,3600.0,48.0,1
2026-02-16,CHIP-200,45,2160.0,48.0,0
2026-02-17,CHIP-200,49,2352.0,48.0,0
2026-02-18,CHIP-200,61,2928.0,48.0,0
2026-02-19,CHIP-200,56,2688.0,48.0,0
2026-02-20,CHIP-200,59,2832.0,48.0,0
2026-02-21,CHIP-200,56,2688.0,48.0,0
2026-02-22,CHIP-200,68,3264.0,48.0,1
2026-02-23,CHIP-200,59,2832.0,48.0,0
2026-02-24,CHIP-200,57,2736.0,48.0,0
2026-02-25,CHIP-200,60,2880.0,48.0,0
2026-02-26,CHIP-200,56,2688.0,48.0,0
2026-02-27,CHIP-200,59,2832.0,48.0,0
2026-02-28,CHIP-200,65,3120.0,48.0,0
2026-03-01,CHIP-200,100,4800.0,48.0,1
2026-03-02,CHIP-200,62,2976.0,48.0,0
2026-03-03,CHIP-200,50,2400.0,48.0,0
2026-03-04,CHIP-200,47,2256.0,48.0,0
2026-03-05,CHIP-200,63,3024.0,48.0,0
2026-03-06,CHIP-200,64,3072.0,48.0,0
2026-03-07,CHIP-200,60,2880.0,48.0,0
2026-03-08,CHIP-200,67,3216.0,48.0,1
2026-03-09,CHIP-200,58,2784.0,48.0,0
2026-03-10,CHIP-200,62,2976.0,48.0,0
2026-03-11,CHIP-200,66,3168.0,48.0,0
2026-03-12,CHIP-200,59,2832.0,48.0,0
2026-03-13,CHIP-200,54,2592.0,48.0,0
2026-03-14,CHIP-200,58,2784.0,48.0,0
2026-03-15,CHIP-200,91,4368.0,48.0,1
2026-03-16,CHIP-200,53,2544.0,48.0,0
2026-03-17,CHIP-200,49,2352.0,48.0,0
2026-03-18,CHIP-200,64,3072.0,48.0,0
2026-03-19,CHIP-200,62,2976.0,48.0,0
2026-03-20,CHIP-200,58,2784.0,48.0,0
2026-03-21,CHIP-200,54,2592.0,48.0,0
2026-03-22,CHIP-200,72,3456.0,48.0,1
2026-03-23,CHIP-200,54,2592.0,48.0,0
2026-03-24,CHIP-200,52,2496.0,48.0,0
2026-03-25,CHIP-200,56,2688.0,48.0,0
2026-03-26,CHIP-200,52,2496.0,48.0,0
2026-03-27,CHIP-200,52,2496.0,48.0,0
2026-03-28,CHIP-200,57,2736.0,48.0,0
2026-03-29,CHIP-200,64,3072.0,48.0,1
2026-03-30,CHIP-200,38,1824.0,48.0,0
2026-03-31,CHIP-200,47,2256.0,48.0,0
2026-04-01,CHIP-200,65,3120.0,48.0,1
2026-04-02,CHIP-200,39,1872.0,48.0,0
2026-04-03,CHIP-200,54,2592.0,48.0,0
2026-04-04,CHIP-200,59,2832.0,48.0,0
2026-04-05,CHIP-200,66,3168.0,48.0,1
2026-04-06,CHIP-200,46,2208.0,48.0,0
2026-04-07,CHIP-200,51,2448.0,48.0,0
2026-04-08,CHIP-200,44,2112.0,48.0,0
2026-04-09,CHIP-200,45,2160.0,48.0,0
2026-04-10,CHIP-200,38,1824.0,48.0,0
2026-04-11,CHIP-200,51,2448.0,48.0,0
2026-04-12,CHIP-200,58,2784.0,48.0,1
2026-04-13,CHIP-200,37,1776.0,48.0,0
2026-04-14,CHIP-200,44,2112.0,48.0,0
2026-04-15,CHIP-200,65,3120.0,48.0,1
2026-04-16,CHIP-200,54,2592.0,48.0,0
2026-04-17,CHIP-200,49,2352.0,48.0,0
2026-04-18,CHIP-200,51,2448.0,48.0,0
2026-04-19,CHIP-200,61,2928.0,48.0,1
2026-04-20,CHIP-200,46,2208.0,48.0,0
2026-04-21,CHIP-200,45,2160.0,48.0,0
2026-04-22,CHIP-200,41,1968.0,48.0,0
2026-04-23,CHIP-200,47,2256.0,48.0,0
2026-04-24,CHIP-200,44,2112.0,48.0,0
2026-04-25,CHIP-200,48,2304.0,48.0,0
2026-04-26,CHIP-200,67,3216.0,48.0,1
2026-04-27,CHIP-200,52,2496.0,48.0,0
2026-04-28,CHIP-200,41,1968.0,48.0,0
2026-04-29,CHIP-200,50,2400.0,48.0,0
2026-04-30,CHIP-200,56,2688.0,48.0,0
2026-05-01,CHIP-200,82,3936.0,48.0,1
2026-05-02,CHIP-200,64,3072.0,48.0,0
2026-05-03,CHIP-200,70,3360.0,48.0,1
2026-05-04,CHIP-200,49,2352.0,48.0,0
2026-05-05,CHIP-200,49,2352.0,48.0,0
2026-05-06,CHIP-200,56,2688.0,48.0,0
2026-05-07,CHIP-200,57,2736.0,48.0,0
2026-05-08,CHIP-200,62,2976.0,48.0,0
2026-05-09,CHIP-200,68,3264.0,48.0,0
2026-05-10,CHIP-200,74,3552.0,48.0,1
2026-05-11,CHIP-200,51,2448.0,48.0,0
2026-05-12,CHIP-200,56,2688.0,48.0,0
2026-05-13,CHIP-200,59,2832.0,48.0,0
2026-05-14,CHIP-200,57,2736.0,48.0,0
2026-05-15,CHIP-200,82,3936.0,48.0,1
2026-05-16,CHIP-200,66,3168.0,48.0,0
2026-05-17,CHIP-200,74,3552.0,48.0,1
2026-05-18,CHIP-200,55,2640.0,48.0,0
2026-05-19,CHIP-200,60,2880.0,48.0,0
2026-05-20,CHIP-200,56,2688.0,48.0,0
2026-05-21,CHIP-200,59,2832.0,48.0,0
2026-05-22,CHIP-200,59,2832.0,48.0,0
2026-05-23,CHIP-200,59,2832.0,48.0,0
2026-05-24,CHIP-200,73,3504.0,48.0,1
2026-05-25,CHIP-200,64,3072.0,48.0,0
2026-05-26,CHIP-200,51,2448.0,48.0,0
2026-05-27,CHIP-200,46,2208.0,48.0,0
2026-05-28,CHIP-200,47,2256.0,48.0,0
2026-05-29,CHIP-200,56,2688.0,48.0,0
2026-05-30,CHIP-200,62,2976.0,48.0,0
2026-05-31,CHIP-200,71,3408.0,48.0,1
2026-06-01,CHIP-200,86,4128.0,48.0,1
2026-06-02,CHIP-200,40,1920.0,48.0,0
2026-06-03,CHIP-200,55,2640.0,48.0,0
2026-06-04,CHIP-200,60,2880.0,48.0,0
2026-06-05,CHIP-200,46,2208.0,48.0,0
2026-06-06,CHIP-200,55,2640.0,48.0,0
2026-06-07,CHIP-200,63,3024.0,48.0,1
2026-06-08,CHIP-200,45,2160.0,48.0,0
2026-06-09,CHIP-200,48,2304.0,48.0,0
2026-06-10,CHIP-200,56,2688.0,48.0,0
2026-06-11,CHIP-200,57,2736.0,48.0,0
2026-06-12,CHIP-200,46,2208.0,48.0,0
2026-06-13,CHIP-200,62,2976.0,48.0,0
2026-06-14,CHIP-200,62,2976.0,48.0,1
2026-06-15,CHIP-200,77,3696.0,48.0,1
2026-06-16,CHIP-200,45,2160.0,48.0,0
2026-06-17,CHIP-200,46,2208.0,48.0,0
2026-06-18,CHIP-200,47,2256.0,48.0,0
2026-06-19,CHIP-200,61,2928.0,48.0,0
2026-06-20,CHIP-200,54,2592.0,48.0,0
2026-06-21,CHIP-200,55,2640.0,48.0,1
2026-06-22,CHIP-200,49,2352.0,48.0,0
2026-06-23,CHIP-200,42,2016.0,48.0,0
2026-06-24,CHIP-200,41,1968.0,48.0,0
2026-06-25,CHIP-200,48,2304.0,48.0,0
2026-06-26,CHIP-200,44,2112.0,48.0,0
2026-06-27,CHIP-200,51,2448.0,48.0,0
2026-06-28,CHIP-200,58,2784.0,48.0,1
2026-06-29,CHIP-200,46,2208.0,48.0,0
2026-06-30,CHIP-200,47,2256.0,48.0,0
2026-07-01,CHIP-200,56,2688.0,48.0,1
2026-07-02,CHIP-200,48,2304.0,48.0,0
2026-07-03,CHIP-200,40,1920.0,48.0,0
2026-07-04,CHIP-200,44,2112.0,48.0,0
2026-07-05,CHIP-200,61,2928.0,48.0,1
2026-07-06,CHIP-200,47,2256.0,48.0,0
2026-07-07,CHIP-200,44,2112.0,48.0,0
2026-07-08,CHIP-200,52,2496.0,48.0,0
2026-07-09,CHIP-200,42,2016.0,48.0,0
2026-07-10,CHIP-200,47,2256.0,48.0,0
2026-07-11,CHIP-200,52,2496.0,48.0,0
2026-07-12,CHIP-200,66,3168.0,48.0,1
2026-07-13,CHIP-200,52,2496.0,48.0,0
2026-07-14,CHIP-200,46,2208.0,48.0,0
2026-07-15,CHIP-200,80,3840.0,48.0,1
2026-07-16,CHIP-200,53,2544.0,48.0,0
2026-07-17,CHIP-200,43,2064.0,48.0,0
2026-07-18,CHIP-200,50,2400.0,48.0,0
2026-07-19,CHIP-200,71,3408.0,48.0,1
2026-07-20,CHIP-200,53,2544.0,48.0,0
2026-07-21,CHIP-200,55,2640.0,48.0,0
2026-07-22,CHIP-200,55,2640.0,48.0,0
2026-07-23,CHIP-200,57,2736.0,48.0,0
2026-07-24,CHIP-200,61,2928.0,48.0,0
2026-07-25,CHIP-200,58,2784.0,48.0,0
2026-07-26,CHIP-200,70,3360.0,48.0,1
2026-07-27,CHIP-200,52,2496.0,48.0,0
2026-07-28,CHIP-200,59,2832.0,48.0,0
2026-07-29,CHIP-200,64,3072.0,48.0,0
2026-07-30,CHIP-200,56,2688.0,48.0,0
2026-07-31,CHIP-200,46,2208.0,48.0,0
2026-08-01,CHIP-200,88,4224.0,48.0,1
2026-08-02,CHIP-200,73,3504.0,48.0,1
2026-08-03,CHIP-200,55,2640.0,48.0,0
2026-08-04,CHIP-200,56,2688.0,48.0,0
2026-08-05,CHIP-200,58,2784.0,48.0,0
2026-08-06,CHIP-200,56,2688.0,48.0,0
2026-08-07,CHIP-200,63,3024.0,48.0,0
2026-08-08,CHIP-200,61,2928.0,48.0,0
2026-08-09,CHIP-200,71,3408.0,48.0,1
2026-08-10,CHIP-200,59,2832.0,48.0,0
2026-08-11,CHIP-200,48,2304.0,48.0,0
