date,sku,product,quantity_sold,current_stock,price,holiday,season,weather
2026-02-08,BREAD-WHT,White Bread,109,150,34.0,0,1,Clear
2026-02-09,BREAD-WHT,White Bread,103,150,34.0,0,1,Clear
2026-02-10,BREAD-WHT,White Bread,98,150,34.0,0,1,Clear
2026-02-11,BREAD-WHT,White Bread,108,150,34.0,0,1,Clear
2026-02-12,BREAD-WHT,White Bread,105,150,34.0,0,1,Clear
2026-02-13,BREAD-WHT,White Bread,105,150,34.0,0,1,Clear
2026-02-14,BREAD-WHT,White Bread,116,150,34.0,0,1,Clear
2026-02-15,BREAD-WHT,White Bread,149,150,34.0,1,1,Clear
2026-02-16,BREAD-WHT,White Bread,99,150,34.0,0,1,Clear
2026-02-17,BREAD-WHT,White Bread,87,150,34.0,0,1,Clear
2026-02-18,BREAD-WHT,White Bread,113,150,34.0,0,1,Clear
2026-02-19,BREAD-WHT,White Bread,98,150,34.0,0,1,Clear
2026-02-20,BREAD-WHT,White Bread,102,150,34.0,0,1,Clear
2026-02-21,BREAD-WHT,White Bread,123,150,34.0,0,1,Clear
2026-02-22,BREAD-WHT,White Bread,102,150,34.0,0,1,Clear
2026-02-23,BREAD-WHT,White Bread,92,150,34.0,0,1,Clear
2026-02-24,BREAD-WHT,White Bread,89,150,34.0,0,1,Clear
2026-02-25,BREAD-WHT,White Bread,95,150,34.0,0,1,Clear
2026-02-26,BREAD-WHT,White Bread,103,150,34.0,0,1,Clear
2026-02-27,BREAD-WHT,White Bread,103,150,34.0,0,1,Clear
2026-02-28,BREAD-WHT,White Bread,112,150,34.0,0,1,Clear
2026-03-01,BREAD-WHT,White Bread,119,150,34.0,1,2,Clear
2026-03-02,BREAD-WHT,White Bread,81,150,34.0,0,2,Clear
2026-03-03,BREAD-WHT,White Bread,97,150,34.0,0,2,Clear
2026-03-04,BREAD-WHT,White Bread,92,150,34.0,0,2,Clear
2026-03-05,BREAD-WHT,White Bread,98,150,34.0,0,2,Clear
2026-03-06,BREAD-WHT,White Bread,98,150,34.0,0,2,Clear
2026-03-07,BREAD-WHT,White Bread,105,150,34.0,0,2,Clear
2026-03-08,BREAD-WHT,White Bread,108,150,34.0,0,2,Clear
2026-03-09,BREAD-WHT,White Bread,92,150,34.0,0,2,Clear
2026-03-10,BREAD-WHT,White Bread,93,150,34.0,0,2,Clear
2026-03-11,BREAD-WHT,White Bread,84,150,34.0,0,2,Clear
2026-03-12,BREAD-WHT,White Bread,86,150,34.0,0,2,Clear
2026-03-13,BREAD-WHT,White Bread,88,150,34.0,0,2,Clear
2026-03-14,BREAD-WHT,White Bread,102,150,34.0,0,2,Clear
2026-03-15,BREAD-WHT,White Bread,109,150,34.0,1,2,Clear
2026-03-16,BREAD-WHT,White Bread,87,150,34.0,0,2,Clear
2026-03-17,BREAD-WHT,White Bread,81,150,34.0,0,2,Clear
2026-03-18,BREAD-WHT,White Bread,81,150,34.0,0,2,Clear
2026-03-19,BREAD-WHT,White Bread,87,150,34.0,0,2,Clear
2026-03-20,BREAD-WHT,White Bread,67,150,34.0,0,2,Clear
2026-03-21,BREAD-WHT,White Bread,81,150,34.0,0,2,Clear
2026-03-22,BREAD-WHT,White Bread,79,150,34.0,0,2,Clear
2026-03-23,BREAD-WHT,White Bread,63,150,34.0,0,2,Clear
2026-03-24,BREAD-WHT,White Bread,74,150,34.0,0,2,Clear
2026-03-25,BREAD-WHT,White Bread,84,150,34.0,0,2,Clear
2026-03-26,BREAD-WHT,White Bread,76,150,34.0,0,2,Clear
2026-03-27,BREAD-WHT,White Bread,79,150,34.0,0,2,Clear
2026-03-28,BREAD-WHT,White Bread,95,150,34.0,0,2,Clear
2026-03-29,BREAD-WHT,White Bread,97,150,34.0,0,2,Clear
2026-03-30,BREAD-WHT,White Bread,78,150,34.0,0,2,Clear
2026-03-31,BREAD-WHT,White Bread,88,150,34.0,0,2,Clear
2026-04-01,BREAD-WHT,White Bread,94,150,34.0,1,2,Clear
2026-04-02,BREAD-WHT,White Bread,73,150,34.0,0,2,Clear
2026-04-03,BREAD-WHT,White Bread,75,150,34.0,0,2,Clear
2026-04-04,BREAD-WHT,White Bread,79,150,34.0,0,2,Clear
2026-04-05,BREAD-WHT,White Bread,84,150,34.0,0,2,Clear
2026-04-06,BREAD-WHT,White Bread,79,150,34.0,0,2,Clear
2026-04-07,BREAD-WHT,White Bread,88,150,34.0,0,2,Clear
2026-04-08,BREAD-WHT,White Bread,95,150,34.0,0,2,Clear
2026-04-09,BREAD-WHT,White Bread,74,150,34.0,0,2,Clear
2026-04-10,BREAD-WHT,White Bread,88,150,34.0,0,2,Clear
2026-04-11,BREAD-WHT,White Bread,89,150,34.0,0,2,Clear
2026-04-12,BREAD-WHT,White Bread,101,150,34.0,0,2,Clear
2026-04-13,BREAD-WHT,White Bread,87,150,34.0,0,2,Clear
2026-04-14,BREAD-WHT,White Bread,76,150,34.0,0,2,Clear
2026-04-15,BREAD-WHT,White Bread,113,150,34.0,1,2,Clear
2026-04-16,BREAD-WHT,White Bread,87,150,34.0,0,2,Clear
2026-04-17,BREAD-WHT,White Bread,89,150,34.0,0,2,Clear
2026-04-18,BREAD-WHT,White Bread,97,150,34.0,0,2,Clear
2026-04-19,BREAD-WHT,White Bread,101,150,34.0,0,2,Clear
2026-04-20,BREAD-WHT,White Bread,99,150,34.0,0,2,Clear
2026-04-21,BREAD-WHT,White Bread,95,150,34.0,0,2,Clear
2026-04-22,BREAD-WHT,White Bread,100,150,34.0,0,2,Clear
2026-04-23,BREAD-WHT,White Bread,101,150,34.0,0,2,Clear
2026-04-24,BREAD-WHT,White Bread,109,150,34.0,0,2,Clear
2026-04-25,BREAD-WHT,White Bread,110,150,34.0,0,2,Clear
2026-04-26,BREAD-WHT,White Bread,103,150,34.0,0,2,Clear
2026-04-27,BREAD-WHT,White Bread,110,150,34.0,0,2,Clear
2026-04-28,BREAD-WHT,White Bread,101,150,34.0,0,2,Clear
2026-04-29,BREAD-WHT,White Bread,111,150,34.0,0,2,Clear
2026-04-30,BREAD-WHT,White Bread,107,150,34.0,0,2,Clear
2026-05-01,BREAD-WHT,White Bread,122,150,34.0,1,2,Clear
2026-05-02,BREAD-WHT,White Bread,120,150,34.0,0,2,Clear
2026-05-03,BREAD-WHT,White Bread,132,150,34.0,0,2,Clear
2026-05-04,BREAD-WHT,White Bread,120,150,34.0,0,2,Clear
2026-05-05,BREAD-WHT,White Bread,106,150,34.0,0,2,Clear
2026-05-06,BREAD-WHT,White Bread,107,150,34.0,0,2,Clear
2026-05-07,BREAD-WHT,White Bread,113,150,34.0,0,2,Clear
2026-05-08,BREAD-WHT,White Bread,99,150,34.0,0,2,Clear
2026-05-09,BREAD-WHT,White Bread,120,150,34.0,0,2,Clear
2026-05-10,BREAD-WHT,White Bread,117,150,34.0,0,2,Clear
2026-05-11,BREAD-WHT,White Bread,107,150,34.0,0,2,Clear
2026-05-12,BREAD-WHT,White Bread,98,150,34.0,0,2,Clear
2026-05-13,BREAD-WHT,White Bread,92,150,34.0,0,2,Clear
2026-05-14,BREAD-WHT,White Bread,88,150,34.0,0,2,Clear
2026-05-15,BREAD-WHT,White Bread,113,150,34.0,1,2,Clear
2026-05-16,BREAD-WHT,White Bread,110,150,34.0,0,2,Clear
2026-05-17,BREAD-WHT,White Bread,110,150,34.0,0,2,Clear
2026-05-18,BREAD-WHT,White Bread,113,150,34.0,0,2,Clear
2026-05-19,BREAD-WHT,White Bread,106,150,34.0,0,2,Clear
2026-05-20,BREAD-WHT,White Bread,91,150,34.0,0,2,Clear
2026-05-21,BREAD-WHT,White Bread,99,150,34.0,0,2,Clear
2026-05-22,BREAD-WHT,White Bread,93,150,34.0,0,2,Clear
2026-05-23,BREAD-WHT,White Bread,104,150,34.0,0,2,Clear
2026-05-24,BREAD-WHT,White Bread,106,150,34.0,0,2,Clear
2026-05-25,BREAD-WHT,White Bread,97,150,34.0,0,2,Clear
2026-05-26,BREAD-WHT,White Bread,89,150,34.0,0,2,Clear
2026-05-27,BREAD-WHT,White Bread,98,150,34.0,0,2,Clear
2026-05-28,BREAD-WHT,White Bread,82,150,34.0,0,2,Clear
2026-05-29,BREAD-WHT,White Bread,89,150,34.0,0,2,Clear
2026-05-30,BREAD-WHT,White Bread,116,150,34.0,0,2,Clear
2026-05-31,BREAD-WHT,White Bread,99,150,34.0,0,2,Clear
2026-06-01,BREAD-WHT,White Bread,111,150,34.0,1,3,Rainy
2026-06-02,BREAD-WHT,White Bread,86,150,34.0,0,3,Rainy
2026-06-03,BREAD-WHT,White Bread,88,150,34.0,0,3,Rainy
2026-06-04,BREAD-WHT,White Bread,83,150,34.0,0,3,Rainy
2026-06-05,BREAD-WHT,White Bread,82,150,34.0,0,3,Rainy
2026-06-06,BREAD-WHT,White Bread,87,150,34.0,0,3,Rainy
2026-06-07,BREAD-WHT,White Bread,95,150,34.0,0,3,Rainy
2026-06-08,BREAD-WHT,White Bread,76,150,34.0,0,3,Rainy
2026-06-09,BREAD-WHT,White Bread,86,150,34.0,0,3,Rainy
2026-06-10,BREAD-WHT,White Bread,89,150,34.0,0,3,Rainy
2026-06-11,BREAD-WHT,White Bread,84,150,34.0,0,3,Rainy
2026-06-12,BREAD-WHT,White Bread,79,150,34.0,0,3,Rainy
2026-06-13,BREAD-WHT,White Bread,94,150,34.0,0,3,Rainy
2026-06-14,BREAD-WHT,White Bread,89,150,34.0,0,3,Rainy
2026-06-15,BREAD-WHT,White Bread,103,150,34.0,1,3,Rainy
2026-06-16,BREAD-WHT,White Bread,69,150,34.0,0,3,Rainy
2026-06-17,BREAD-WHT,White Bread,80,150,34.0,0,3,Rainy
2026-06-18,BREAD-WHT,White Bread,69,150,34.0,0,3,Rainy
2026-06-19,BREAD-WHT,White Bread,73,150,34.0,0,3,Rainy
2026-06-20,BREAD-WHT,White Bread,104,150,34.0,0,3,Rainy
2026-06-21,BREAD-WHT,White Bread,102,150,34.0,0,3,Rainy
2026-06-22,BREAD-WHT,White Bread,81,150,34.0,0,3,Rainy
2026-06-23,BREAD-WHT,White Bread,76,150,34.0,0,3,Rainy
2026-06-24,BREAD-WHT,White Bread,67,150,34.0,0,3,Rainy
2026-06-25,BREAD-WHT,White Bread,85,150,34.0,0,3,Rainy
2026-06-26,BREAD-WHT,White Bread,107,150,34.0,0,3,Rainy
2026-06-27,BREAD-WHT,White Bread,105,150,34.0,0,3,Rainy
2026-06-28,BREAD-WHT,White Bread,99,150,34.0,0,3,Rainy
2026-06-29,BREAD-WHT,White Bread,97,150,34.0,0,3,Rainy
2026-06-30,BREAD-WHT,White Bread,84,150,34.0,0,3,Rainy
2026-07-01,BREAD-WHT,White Bread,111,150,34.0,1,3,Rainy
2026-07-02,BREAD-WHT,White Bread,97,150,34.0,0,3,Rainy
2026-07-03,BREAD-WHT,White Bread,97,150,34.0,0,3,Rainy
2026-07-04,BREAD-WHT,White Bread,116,150,34.0,0,3,Rainy
2026-07-05,BREAD-WHT,White Bread,115,150,34.0,0,3,Rainy
2026-07-06,BREAD-WHT,White Bread,106,150,34.0,0,3,Rainy
2026-07-07,BREAD-WHT,White Bread,97,150,34.0,0,3,Rainy
2026-07-08,BREAD-WHT,White Bread,110,150,34.0,0,3,Rainy
2026-07-09,BREAD-WHT,White Bread,116,150,34.0,0,3,Rainy
2026-07-10,BREAD-WHT,White Bread,98,150,34.0,0,3,Rainy
2026-07-11,BREAD-WHT,White Bread,112,150,34.0,0,3,Rainy
2026-07-12,BREAD-WHT,White Bread,129,150,34.0,0,3,Rainy
2026-07-13,BREAD-WHT,White Bread,106,150,34.0,0,3,Rainy
2026-07-14,BREAD-WHT,White Bread,118,150,34.0,0,3,Rainy
2026-07-15,BREAD-WHT,White Bread,125,150,34.0,1,3,Rainy
2026-07-16,BREAD-WHT,White Bread,119,150,34.0,0,3,Rainy
2026-07-17,BREAD-WHT,White Bread,110,150,34.0,0,3,Rainy
2026-07-18,BREAD-WHT,White Bread,125,150,34.0,0,3,Rainy
2026-07-19,BREAD-WHT,White Bread,134,150,34.0,0,3,Rainy
2026-07-20,BREAD-WHT,White Bread,107,150,34.0,0,3,Rainy
2026-07-21,BREAD-WHT,White Bread,103,150,34.0,0,3,Rainy
2026-07-22,BREAD-WHT,White Bread,107,150,34.0,0,3,Rainy
2026-07-23,BREAD-WHT,White Bread,113,150,34.0,0,3,Rainy
2026-07-24,BREAD-WHT,White Bread,98,150,34.0,0,3,Rainy
2026-07-25,BREAD-WHT,White Bread,126,150,34.0,0,3,Rainy
2026-07-26,BREAD-WHT,White Bread,117,150,34.0,0,3,Rainy
2026-07-27,BREAD-WHT,White Bread,116,150,34.0,0,3,Rainy
2026-07-28,BREAD-WHT,White Bread,90,150,34.0,0,3,Rainy
2026-07-29,BREAD-WHT,White Bread,101,150,34.0,0,3,Rainy
2026-01-31,SHAM-400,Shampoo 400ml,25,205,198.0,0,1,Clear
2026-02-01,SHAM-400,Shampoo 400ml,38,205,198.0,1,1,Clear
2026-02-02,SHAM-400,Shampoo 400ml,36,205,198.0,0,1,Clear
2026-02-03,SHAM-400,Shampoo 400ml,33,205,198.0,0,1,Clear
2026-02-04,SHAM-400,Shampoo 400ml,33,205,198.0,0,1,Clear
2026-02-05,SHAM-400,Shampoo 400ml,34,205,198.0,0,1,Clear
2026-02-06,SHAM-400,Shampoo 400ml,37,205,198.0,0,1,Clear
2026-02-07,SHAM-400,Shampoo 400ml,33,205,198.0,0,1,Clear
2026-02-08,SHAM-400,Shampoo 400ml,45,205,198.0,0,1,Clear
2026-02-09,SHAM-400,Shampoo 400ml,41,205,198.0,0,1,Clear
2026-02-10,SHAM-400,Shampoo 400ml,39,205,198.0,0,1,Clear
2026-02-11,SHAM-400,Shampoo 400ml,41,205,198.0,0,1,Clear
2026-02-12,SHAM-400,Shampoo 400ml,39,205,198.0,0,1,Clear
2026-02-13,SHAM-400,Shampoo 400ml,52,205,198.0,0,1,Clear
2026-02-14,SHAM-400,Shampoo 400ml,41,205,198.0,0,1,Clear
2026-02-15,SHAM-400,Shampoo 400ml,48,205,198.0,1,1,Clear
2026-02-16,SHAM-400,Shampoo 400ml,33,205,198.0,0,1,Clear
2026-02-17,SHAM-400,Shampoo 400ml,31,205,198.0,0,1,Clear
2026-02-18,SHAM-400,Shampoo 400ml,29,205,198.0,0,1,Clear
2026-02-19,SHAM-400,Shampoo 400ml,32,205,198.0,0,1,Clear
2026-02-20,SHAM-400,Shampoo 400ml,38,205,198.0,0,1,Clear
2026-02-21,SHAM-400,Shampoo 400ml,45,205,198.0,0,1,Clear
2026-02-22,SHAM-400,Shampoo 400ml,43,205,198.0,0,1,Clear
2026-02-23,SHAM-400,Shampoo 400ml,32,205,198.0,0,1,Clear
2026-02-24,SHAM-400,Shampoo 400ml,44,205,198.0,0,1,Clear
2026-02-25,SHAM-400,Shampoo 400ml,43,205,198.0,0,1,Clear
2026-02-26,SHAM-400,Shampoo 400ml,36,205,198.0,0,1,Clear
2026-02-27,SHAM-400,Shampoo 400ml,33,205,198.0,0,1,Clear
2026-02-28,SHAM-400,Shampoo 400ml,45,205,198.0,0,1,Clear
2026-03-01,SHAM-400,Shampoo 400ml,50,205,198.0,1,2,Clear
2026-03-02,SHAM-400,Shampoo 400ml,26,205,198.0,0,2,Clear
2026-03-03,SHAM-400,Shampoo 400ml,36,205,198.0,0,2,Clear
2026-03-04,SHAM-400,Shampoo 400ml,38,205,198.0,0,2,Clear
2026-03-05,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear
2026-03-06,SHAM-400,Shampoo 400ml,36,205,198.0,0,2,Clear
2026-03-07,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear
2026-03-08,SHAM-400,Shampoo 400ml,48,205,198.0,0,2,Clear
2026-03-09,SHAM-400,Shampoo 400ml,43,205,198.0,0,2,Clear
2026-03-10,SHAM-400,Shampoo 400ml,32,205,198.0,0,2,Clear
2026-03-11,SHAM-400,Shampoo 400ml,36,205,198.0,0,2,Clear
2026-03-12,SHAM-400,Shampoo 400ml,16,205,198.0,0,2,Clear
2026-03-13,SHAM-400,Shampoo 400ml,24,205,198.0,0,2,Clear
2026-03-14,SHAM-400,Shampoo 400ml,34,205,198.0,0,2,Clear
2026-03-15,SHAM-400,Shampoo 400ml,34,205,198.0,1,2,Clear
2026-03-16,SHAM-400,Shampoo 400ml,36,205,198.0,0,2,Clear
2026-03-17,SHAM-400,Shampoo 400ml,45,205,198.0,0,2,Clear
2026-03-18,SHAM-400,Shampoo 400ml,23,205,198.0,0,2,Clear
2026-03-19,SHAM-400,Shampoo 400ml,25,205,198.0,0,2,Clear
2026-03-20,SHAM-400,Shampoo 400ml,32,205,198.0,0,2,Clear
2026-03-21,SHAM-400,Shampoo 400ml,45,205,198.0,0,2,Clear
2026-03-22,SHAM-400,Shampoo 400ml,25,205,198.0,0,2,Clear
2026-03-23,SHAM-400,Shampoo 400ml,31,205,198.0,0,2,Clear
2026-03-24,SHAM-400,Shampoo 400ml,42,205,198.0,0,2,Clear
2026-03-25,SHAM-400,Shampoo 400ml,18,205,198.0,0,2,Clear
2026-03-26,SHAM-400,Shampoo 400ml,20,205,198.0,0,2,Clear
2026-03-27,SHAM-400,Shampoo 400ml,26,205,198.0,0,2,Clear
2026-03-28,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear
2026-03-29,SHAM-400,Shampoo 400ml,38,205,198.0,0,2,Clear
2026-03-30,SHAM-400,Shampoo 400ml,31,205,198.0,0,2,Clear
2026-03-31,SHAM-400,Shampoo 400ml,17,205,198.0,0,2,Clear
2026-04-01,SHAM-400,Shampoo 400ml,38,205,198.0,1,2,Clear
2026-04-02,SHAM-400,Shampoo 400ml,26,205,198.0,0,2,Clear
2026-04-03,SHAM-400,Shampoo 400ml,39,205,198.0,0,2,Clear
2026-04-04,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear
2026-04-05,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear
2026-04-06,SHAM-400,Shampoo 400ml,34,205,198.0,0,2,Clear
2026-04-07,SHAM-400,Shampoo 400ml,36,205,198.0,0,2,Clear
2026-04-08,SHAM-400,Shampoo 400ml,34,205,198.0,0,2,Clear
2026-04-09,SHAM-400,Shampoo 400ml,20,205,198.0,0,2,Clear
2026-04-10,SHAM-400,Shampoo 400ml,36,205,198.0,0,2,Clear
2026-04-11,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear
2026-04-12,SHAM-400,Shampoo 400ml,38,205,198.0,0,2,Clear
2026-04-13,SHAM-400,Shampoo 400ml,23,205,198.0,0,2,Clear
2026-04-14,SHAM-400,Shampoo 400ml,37,205,198.0,0,2,Clear
2026-04-15,SHAM-400,Shampoo 400ml,34,205,198.0,1,2,Clear
2026-04-16,SHAM-400,Shampoo 400ml,25,205,198.0,0,2,Clear
2026-04-17,SHAM-400,Shampoo 400ml,40,205,198.0,0,2,Clear
2026-04-18,SHAM-400,Shampoo 400ml,41,205,198.0,0,2,Clear
2026-04-19,SHAM-400,Shampoo 400ml,35,205,198.0,0,2,Clear
2026-04-20,SHAM-400,Shampoo 400ml,46,205,198.0,0,2,Clear
2026-04-21,SHAM-400,Shampoo 400ml,33,205,198.0,0,2,Clear
2026-04-22,SHAM-400,Shampoo 400ml,37,205,198.0,0,2,Clear
2026-04-23,SHAM-400,Shampoo 400ml,39,205,198.0,0,2,Clear
2026-04-24,SHAM-400,Shampoo 400ml,33,205,198.0,0,2,Clear
2026-04-25,SHAM-400,Shampoo 400ml,46,205,198.0,0,2,Clear
2026-04-26,SHAM-400,Shampoo 400ml,39,205,198.0,0,2,Clear
2026-04-27,SHAM-400,Shampoo 400ml,35,205,198.0,0,2,Clear
2026-04-28,SHAM-400,Shampoo 400ml,48,205,198.0,0,2,Clear
2026-04-29,SHAM-400,Shampoo 400ml,32,205,198.0,0,2,Clear
2026-04-30,SHAM-400,Shampoo 400ml,22,205,198.0,0,2,Clear
2026-05-01,SHAM-400,Shampoo 400ml,58,205,198.0,1,2,Clear
2026-05-02,SHAM-400,Shampoo 400ml,62,205,198.0,0,2,Clear
2026-05-03,SHAM-400,Shampoo 400ml,41,205,198.0,0,2,Clear
2026-05-04,SHAM-400,Shampoo 400ml,26,205,198.0,0,2,Clear
2026-05-05,SHAM-400,Shampoo 400ml,37,205,198.0,0,2,Clear
2026-05-06,SHAM-400,Shampoo 400ml,38,205,198.0,0,2,Clear
2026-05-07,SHAM-400,Shampoo 400ml,38,205,198.0,0,2,Clear
2026-05-08,SHAM-400,Shampoo 400ml,32,205,198.0,0,2,Clear
2026-05-09,SHAM-400,Shampoo 400ml,48,205,198.0,0,2,Clear
2026-05-10,SHAM-400,Shampoo 400ml,48,205,198.0,0,2,Clear
2026-05-11,SHAM-400,Shampoo 400ml,29,205,198.0,0,2,Clear
2026-05-12,SHAM-400,Shampoo 400ml,44,205,198.0,0,2,Clear
2026-05-13,SHAM-400,Shampoo 400ml,53,205,198.0,0,2,Clear
2026-05-14,SHAM-400,Shampoo 400ml,40,205,198.0,0,2,Clear
2026-05-15,SHAM-400,Shampoo 400ml,43,205,198.0,1,2,Clear
2026-05-16,SHAM-400,Shampoo 400ml,42,205,198.0,0,2,Clear
2026-05-17,SHAM-400,Shampoo 400ml,46,205,198.0,0,2,Clear
2026-05-18,SHAM-400,Shampoo 400ml,25,205,198.0,0,2,Clear
2026-05-19,SHAM-400,Shampoo 400ml,38,205,198.0,0,2,Clear
2026-05-20,SHAM-400,Shampoo 400ml,34,205,198.0,0,2,Clear
2026-05-21,SHAM-400,Shampoo 400ml,49,205,198.0,0,2,Clear
2026-05-22,SHAM-400,Shampoo 400ml,35,205,198.0,0,2,Clear
2026-05-23,SHAM-400,Shampoo 400ml,51,205,198.0,0,2,Clear
2026-05-24,SHAM-400,Shampoo 400ml,32,205,198.0,0,2,Clear
2026-05-25,SHAM-400,Shampoo 400ml,39,205,198.0,0,2,Clear
2026-05-26,SHAM-400,Shampoo 400ml,37,205,198.0,0,2,Clear
2026-05-27,SHAM-400,Shampoo 400ml,28,205,198.0,0,2,Clear
2026-05-28,SHAM-400,Shampoo 400ml,35,205,198.0,0,2,Clear
2026-05-29,SHAM-400,Shampoo 400ml,42,205,198.0,0,2,Clear
2026-05-30,SHAM-400,Shampoo 400ml,35,205,198.0,0,2,Clear
2026-05-31,SHAM-400,Shampoo 400ml,25,205,198.0,0,2,Clear
2026-06-01,SHAM-400,Shampoo 400ml,38,205,198.0,1,3,Rainy
2026-06-02,SHAM-400,Shampoo 400ml,26,205,198.0,0,3,Rainy
2026-06-03,SHAM-400,Shampoo 400ml,29,205,198.0,0,3,Rainy
2026-06-04,SHAM-400,Shampoo 400ml,31,205,198.0,0,3,Rainy
2026-06-05,SHAM-400,Shampoo 400ml,19,205,198.0,0,3,Rainy
2026-06-06,SHAM-400,Shampoo 400ml,23,205,198.0,0,3,Rainy
2026-06-07,SHAM-400,Shampoo 400ml,38,205,198.0,0,3,Rainy
2026-06-08,SHAM-400,Shampoo 400ml,27,205,198.0,0,3,Rainy
2026-06-09,SHAM-400,Shampoo 400ml,13,205,198.0,0,3,Rainy
2026-06-10,SHAM-400,Shampoo 400ml,36,205,198.0,0,3,Rainy
2026-06-11,SHAM-400,Shampoo 400ml,32,205,198.0,0,3,Rainy
2026-06-12,SHAM-400,Shampoo 400ml,25,205,198.0,0,3,Rainy
2026-06-13,SHAM-400,Shampoo 400ml,25,205,198.0,0,3,Rainy
2026-06-14,SHAM-400,Shampoo 400ml,40,205,198.0,0,3,Rainy
2026-06-15,SHAM-400,Shampoo 400ml,39,205,198.0,1,3,Rainy
2026-06-16,SHAM-400,Shampoo 400ml,47,205,198.0,0,3,Rainy
2026-06-17,SHAM-400,Shampoo 400ml,34,205,198.0,0,3,Rainy
2026-06-18,SHAM-400,Shampoo 400ml,34,205,198.0,0,3,Rainy
2026-06-19,SHAM-400,Shampoo 400ml,30,205,198.0,0,3,Rainy
2026-06-20,SHAM-400,Shampoo 400ml,41,205,198.0,0,3,Rainy
2026-06-21,SHAM-400,Shampoo 400ml,40,205,198.0,0,3,Rainy
2026-06-22,SHAM-400,Shampoo 400ml,41,205,198.0,0,3,Rainy
2026-06-23,SHAM-400,Shampoo 400ml,29,205,198.0,0,3,Rainy
2026-06-24,SHAM-400,Shampoo 400ml,30,205,198.0,0,3,Rainy
2026-06-25,SHAM-400,Shampoo 400ml,30,205,198.0,0,3,Rainy
2026-06-26,SHAM-400,Shampoo 400ml,39,205,198.0,0,3,Rainy
2026-06-27,SHAM-400,Shampoo 400ml,49,205,198.0,0,3,Rainy
2026-06-28,SHAM-400,Shampoo 400ml,35,205,198.0,0,3,Rainy
2026-06-29,SHAM-400,Shampoo 400ml,32,205,198.0,0,3,Rainy
2026-06-30,SHAM-400,Shampoo 400ml,38,205,198.0,0,3,Rainy
2026-07-01,SHAM-400,Shampoo 400ml,41,205,198.0,1,3,Rainy
2026-07-02,SHAM-400,Shampoo 400ml,43,205,198.0,0,3,Rainy
2026-07-03,SHAM-400,Shampoo 400ml,21,205,198.0,0,3,Rainy
2026-07-04,SHAM-400,Shampoo 400ml,36,205,198.0,0,3,Rainy
2026-07-05,SHAM-400,Shampoo 400ml,37,205,198.0,0,3,Rainy
2026-07-06,SHAM-400,Shampoo 400ml,22,205,198.0,0,3,Rainy
2026-07-07,SHAM-400,Shampoo 400ml,32,205,198.0,0,3,Rainy
2026-07-08,SHAM-400,Shampoo 400ml,32,205,198.0,0,3,Rainy
2026-07-09,SHAM-400,Shampoo 400ml,38,205,198.0,0,3,Rainy
2026-07-10,SHAM-400,Shampoo 400ml,47,205,198.0,0,3,Rainy
2026-07-11,SHAM-400,Shampoo 400ml,43,205,198.0,0,3,Rainy
2026-07-12,SHAM-400,Shampoo 400ml,38,205,198.0,0,3,Rainy
2026-07-13,SHAM-400,Shampoo 400ml,40,205,198.0,0,3,Rainy
2026-07-14,SHAM-400,Shampoo 400ml,48,205,198.0,0,3,Rainy
2026-07-15,SHAM-400,Shampoo 400ml,41,205,198.0,1,3,Rainy
2026-07-16,SHAM-400,Shampoo 400ml,34,205,198.0,0,3,Rainy
2026-07-17,SHAM-400,Shampoo 400ml,45,205,198.0,0,3,Rainy
2026-07-18,SHAM-400,Shampoo 400ml,44,205,198.0,0,3,Rainy
2026-07-19,SHAM-400,Shampoo 400ml,51,205,198.0,0,3,Rainy
2026-07-20,SHAM-400,Shampoo 400ml,41,205,198.0,0,3,Rainy
2026-07-21,SHAM-400,Shampoo 400ml,46,205,198.0,0,3,Rainy
2026-07-22,SHAM-400,Shampoo 400ml,34,205,198.0,0,3,Rainy
2026-07-23,SHAM-400,Shampoo 400ml,41,205,198.0,0,3,Rainy
2026-07-24,SHAM-400,Shampoo 400ml,39,205,198.0,0,3,Rainy
2026-07-25,SHAM-400,Shampoo 400ml,37,205,198.0,0,3,Rainy
2026-07-26,SHAM-400,Shampoo 400ml,35,205,198.0,0,3,Rainy
2026-07-27,SHAM-400,Shampoo 400ml,45,205,198.0,0,3,Rainy
2026-07-28,SHAM-400,Shampoo 400ml,38,205,198.0,0,3,Rainy
2026-07-29,SHAM-400,Shampoo 400ml,33,205,198.0,0,3,Rainy
2026-01-31,CHIP-200,Potato Chips 200g,56,620,48.0,0,1,Clear
2026-02-01,CHIP-200,Potato Chips 200g,76,620,48.0,1,1,Clear
2026-02-02,CHIP-200,Potato Chips 200g,36,620,48.0,0,1,Clear
2026-02-03,CHIP-200,Potato Chips 200g,42,620,48.0,0,1,Clear
2026-02-04,CHIP-200,Potato Chips 200g,47,620,48.0,0,1,Clear
2026-02-05,CHIP-200,Potato Chips 200g,64,620,48.0,0,1,Clear
2026-02-06,CHIP-200,Potato Chips 200g,57,620,48.0,0,1,Clear
